LinkID,RecID,q1c_relation,q1d_date,State,q2d_date,q2e_houseID,q2e_visitNo,q2e_tblRecord,q1_pumpGas,q2_spill,q3_sit,q4_open,q5_garage,q6_make,q6_model,q6_year,q7_clean,q8_start,q9_grill,q10_tobacco,q11_perfume,q12_airfreshner,q13_travel,q13_totalmins,q14_indoors,q14_totalmins,q15_vehicle,q15_totalmins,q16_swimming,q16_totalmins,q17_cleaning,q17_totalmins,q18_workshop,q18_totalmins,q19_windows,q19_totalmins,q20_bath,q20_totalmins,q21_shower,q21_totalmins,q22_shower,q22_totalmins,q23_markers,q23_totalmins,q24_incense,q24_totalmins,q25_centralair,q25_temperature,q25_type,q25_totalmins,q26_windowAC,q26_type,q26_totalmins,q26_rooms,q27_atticfan,q27_totalmins,q28_evapcooler,q28_totalmins,q29_fan,q29_totalmins,q30_windowfan,q30_totalmins,q31_exhaustfan,q31_totalmins,q32_woodstove,q32_totalmins,q32b_fumes,q32b_totalmins,q33_oilfurnace,q33_totalmins,q33b_fumes,q33b_totalmins,q34_keroseneheater,q34_totalmins,q34b_fumes,q34b_totalmins,q35_unventedgas,q35_totalmins,q35b_fumes,q35b_totalmins,q36_fireplace,q36_totalmins,q36b_fumes,q36b_totalmins,q37_oven,q37_totalmins,q38_centralheat,q38_totalmins,q39_elecprecip,q39_totalmins,q40_humidifier,q40_totalmins,q41_otherair,q41a_HEPA,q41a_totalmins,q41b_odorreducer,q41b_totalmins,q41c_other,q41c_desc,q41c_totalmins,q42_dishwasher,q42_totalmins,q43_clotheswasher,q43_totalmins,q44_clothesdryer,q44_totalmins,q45_drycleaning,q45_totalmins,q46_wax,q46_totalmins,q47_polishremover,q47_totalmins,q48_paints,q48b_you,q48b_totalmins,q48c_other,q48c_totalmins,q49_glue,q49b_you,q49b_totalmins,q49c_other,q49c_totalmins,q50_gasmower,q50b_you,q50b_totalmins,q50c_other,q50c_totalmins,q51_chainsaw,q51b_you,q51b_totalmins,q51c_other,q51c_totalmins,q52_sander,q52b_you,q52b_totalmins,q52c_other,q52c_totalmins,q53_pesticide,q53b_you,q53b_totalmins,q53c_other,q53c_totalmins,q54_vacuuming,q54b_you,q54b_totalmins,q54c_other,q54c_totalmins,q55_sweeping,q55b_you,q55b_totalmins,q55c_other,q55c_totalmins,q56_dusting,q56b_you,q56b_totalmins,q56c_other,q56c_totalmins,q57_cleaning,q57_list,q57b_you,q57b_totalmins,q57c_other,q57c_totalmins,q58_gardening,q58b_you,q58b_totalmins,q58c_other,q58c_totalmins,q59_woodworking,q59b_you,q59b_totalmins,q59c_other,q59c_totalmins,q60_welding,q60b_you,q60b_totalmins,q60c_other,q60c_totalmins,q61_cookinginside,q61b_you,q61b_totalmins,q61c_other,q61c_totalmins,q61d_exhaustfan,q61d_totalmins,q62_cookingoutside,q62b_you,q62b_totalmins,q62c_other,q62c_totalmins,q62_distance,q63_parkvehicle,q63_totalmins,q63b_detached,q63b_totalmins,q63c_carport,q63c_totalmins,q64_startvehicle,q64_totalmins,q64b_detached,q64b_totalmins,q64c_carport,q64c_totalmins,q65_dieselparked,q66_neardiesel
TX067230,545,NA,2000-11-16,TX,2000-11-16,TX267,2,67,Y,N,N,N,N,NA,NA,0,N,N,N,N,N,Y,Y,20,Y,30,N,0,N,0,Y,60,N,0,Y,600,N,0,Y,45,Y,70,N,0,Y,30,N,0,N,0,N,N,0,NA,N,0,N,0,Y,2880,Y,600,N,0,N,0,N,0,N,0,N,0,N,0,N,0,Y,600,Y,600,N,0,N,0,N,0,N,0,N,0,N,0,Y,Y,2880,Y,2880,N,NA,0,N,0,Y,90,Y,180,N,0,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,Y,Y,15,N,0,Y,Y,30,N,0,N,N,0,N,0,Y,"LYSOL, BOUNCE",Y,30,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,Y,Y,30,N,0,N,0,N,N,0,N,0,0,N,0,N,0,Y,2880,N,0,N,0,Y,5,N,N
TX068230,547,NA,2000-11-11,TX,2000-11-11,TX268,2,68,Y,N,N,N,N,NA,NA,0,N,N,N,N,N,N,Y,375,N,0,N,0,N,0,N,0,N,0,N,0,N,0,Y,30,Y,70,N,0,N,0,N,0,N,0,N,N,0,NA,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,Y,2880,N,0,N,0,N,N,0,N,0,N,NA,0,Y,45,Y,150,Y,120,N,0,Y,120,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,Y,Y,30,N,0,Y,N,0,Y,5,Y,N,0,Y,30,N,NA,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,Y,N,0,Y,20,Y,20,N,N,0,N,0,0,N,0,N,0,Y,2880,N,0,N,0,Y,6,N,N
TX069230,549,NA,2001-01-24,TX,2001-01-24,TX269,2,69,N,N,N,N,N,NA,NA,0,N,N,N,N,N,Y,Y,45,N,0,N,0,N,0,Y,30,N,0,N,0,N,0,Y,10,Y,50,N,0,N,0,N,0,N,0,N,N,0,NA,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,Y,2880,N,0,N,0,N,N,0,N,0,N,NA,0,N,0,Y,30,Y,30,N,0,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,Y,WINDEX,Y,10,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,Y,Y,30,N,0,N,0,N,N,0,N,0,0,N,0,Y,2880,N,0,Y,2,N,0,N,0,Y,Y
TX070230,553,NA,0000-00-00,TX,0000-00-00,TX270,2,70,N,N,N,N,N,NA,NA,0,N,N,N,N,N,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N,0,NA,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N,0,N,0,N,NA,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,NA,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,0,N,N,0,N,0,0,N,0,N,0,N,0,N,0,N,0,N,0,N,""
TX071230,557,NA,2000-12-02,TX,2000-12-02,TX271,2,71,N,N,N,N,N,NA,NA,0,N,N,N,N,N,N,Y,240,N,0,N,0,N,0,N,0,N,0,N,0,Y,120,Y,60,Y,70,N,0,Y,60,N,0,N,0,N,N,0,NA,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,Y,2880,N,0,N,0,N,N,0,N,0,N,NA,0,Y,90,Y,90,Y,30,N,0,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,Y,Y,30,N,0,N,N,0,N,0,N,N,0,N,0,N,NA,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,0,N,N,0,N,0,0,N,0,N,0,N,0,N,0,N,0,Y,5,N,N
TX072230,561,NA,2000-09-14,TX,2000-09-14,TX272,2,72,N,N,Y,Y,N,NA,NA,0,N,N,Y,N,Y,N,Y,40,N,0,N,0,N,0,Y,20,N,0,N,0,N,0,Y,50,Y,70,N,0,N,0,N,0,N,0,Y,B,2880,NA,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N,0,N,0,N,NA,0,N,0,Y,60,N,0,N,0,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,Y,Y,10,N,0,N,N,0,N,0,Y,NA,Y,10,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,Y,Y,150,N,0,N,0,Y,Y,60,N,0,2,N,0,N,0,Y,960,N,0,N,0,Y,2,Y,N
TX073230,566,NA,2000-09-01,TX,2000-09-01,TX273,2,73,N,N,N,N,N,NA,NA,0,N,N,N,N,Y,Y,Y,180,N,0,N,0,N,0,Y,30,N,0,N,0,N,0,Y,45,Y,180,Y,1,N,0,Y,76,C,2880,N,N,0,NA,N,0,N,0,Y,2880,N,0,Y,120,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N,0,N,0,N,NA,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N,0,N,0,Y,Y,1,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,Y,Y,30,N,0,Y,Y,30,N,0,Y,"DOW CLEANER, POLISH, CHLOROX,",N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,0,N,N,0,N,0,0,N,0,N,0,Y,1440,N,0,N,0,Y,14,N,N
TX074230,572,NA,2000-09-01,TX,2000-09-01,TX274,2,74,Y,N,N,N,N,NA,NA,0,N,N,N,N,Y,Y,Y,360,N,0,N,0,N,0,Y,15,N,0,N,0,N,0,Y,80,Y,60,Y,5,Y,2880,Y,75,D,2880,N,N,0,NA,N,0,N,0,Y,720,N,0,Y,370,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,Y,Y,0,N,0,N,NA,0,N,0,N,0,N,0,N,0,N,0,N,0,Y,Y,10,N,0,N,N,0,N,0,Y,N,0,Y,10,N,N,0,N,0,N,N,0,N,0,Y,Y,10,N,0,Y,Y,30,N,0,Y,Y,15,N,0,N,N,0,N,0,Y,"CHLOROX, VYNOL, & JOY",Y,40,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,Y,Y,20,N,0,N,0,N,N,0,N,0,0,N,0,N,0,Y,2160,N,0,N,0,Y,40,Y,Y
TX075230,575,NA,2000-12-17,TX,2000-12-17,TX275,2,75,N,N,N,N,N,NA,NA,0,N,N,N,N,N,Y,Y,10,N,0,N,0,N,0,Y,30,N,0,Y,30,N,0,Y,30,N,0,Y,30,Y,120,N,0,N,0,N,N,0,NA,N,0,N,0,N,0,N,0,Y,10,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,Y,2880,N,0,N,0,N,N,0,N,0,N,NA,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N,0,N,0,Y,Y,2,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,Y,Y,10,N,0,N,N,0,N,0,Y,LYSOL,Y,30,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,0,N,N,0,N,0,0,N,0,N,0,Y,2880,N,0,N,0,N,0,N,N
TX077230,579,NA,2000-11-09,TX,2000-11-09,TX277,2,77,N,N,N,N,N,NA,NA,0,N,N,N,N,Y,N,Y,240,N,0,N,0,N,0,Y,90,N,0,N,0,N,0,Y,60,Y,75,N,0,Y,180,Y,0,C,480,N,N,0,NA,N,0,N,0,N,0,N,0,Y,10,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N,0,N,0,N,NA,0,Y,180,Y,225,Y,225,N,0,Y,45,N,0,N,N,0,N,0,Y,Y,3,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,Y,Y,20,N,0,Y,Y,5,N,0,Y,Y,45,N,0,Y,"CLEANED THE CARPET",N,0,Y,90,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,0,N,N,0,N,0,0,N,0,N,0,Y,2880,N,0,N,0,Y,2,N,N
TX078230,583,NA,2000-11-09,TX,2000-11-09,TX278,2,78,N,N,N,N,N,NA,NA,0,N,Y,N,N,N,N,Y,10,N,0,N,0,N,0,Y,10,N,0,N,0,Y,30,Y,50,Y,100,N,0,Y,45,Y,78,C,2880,N,N,0,NA,N,0,N,0,Y,2880,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,Y,210,N,0,N,0,Y,840,N,0,N,0,N,N,0,N,0,N,NA,0,Y,60,N,0,Y,60,N,0,N,0,N,0,N,N,0,N,0,Y,N,0,Y,60,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,Y,Y,30,N,0,N,N,0,N,0,Y,Y,2,N,0,N,N,0,N,0,Y,COMET,Y,10,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,0,N,N,0,N,0,0,N,0,N,0,Y,2880,N,0,N,0,N,0,Y,Y
TX079230,588,NA,2000-12-07,TX,2000-12-07,TX279,2,79,N,N,N,N,N,NA,NA,0,N,N,N,N,N,N,Y,180,N,0,N,0,N,0,N,0,N,0,N,0,N,0,Y,20,Y,90,Y,10,Y,2880,Y,75,C,2880,N,N,0,NA,N,0,N,0,Y,2880,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N,0,N,0,N,NA,0,Y,45,Y,30,Y,30,N,0,N,0,N,0,Y,Y,2,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,Y,Y,15,N,0,N,N,0,N,0,Y,Y,90,N,0,N,NA,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,0,N,N,0,N,0,0,N,0,N,0,Y,1680,N,0,N,0,Y,5,N,N
TX080230,592,NA,2000-12-13,TX,2000-12-13,TX280,2,80,N,N,N,N,N,NA,NA,0,N,N,N,N,Y,N,Y,30,Y,10,N,0,N,0,N,0,N,0,N,0,N,0,Y,20,Y,40,N,0,Y,360,Y,73,C,2880,N,N,0,NA,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,Y,2880,N,0,N,0,N,N,0,N,0,N,NA,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,Y,N,0,Y,10,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,NA,N,0,N,0,N,N,0,N,0,Y,N,0,Y,10,N,N,0,N,0,N,N,0,N,0,N,0,N,N,0,N,0,0,N,0,N,0,Y,2880,N,0,N,0,Y,3,N,N
TX081230,595,NA,2000-12-15,TX,2000-12-15,TX281,2,81,N,N,Y,N,N,NA,NA,0,N,N,N,N,N,N,Y,215,N,0,N,0,N,0,N,0,N,0,N,0,N,0,Y,90,Y,105,N,0,N,0,N,0,N,0,N,N,0,NA,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,Y,90,N,0,N,0,N,0,N,N,0,N,0,N,NA,0,N,0,Y,60,Y,30,N,0,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,Y,Y,20,N,0,Y,Y,15,N,0,Y,FABULOSO,Y,20,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,Y,Y,45,N,0,N,0,N,N,0,N,0,0,N,0,N,0,Y,2760,N,0,N,0,Y,2,3,3
TX082230,599,NA,2000-11-28,TX,2000-11-28,TX282,2,82,N,N,N,N,N,NA,NA,0,N,N,N,N,Y,Y,Y,80,N,0,N,0,N,0,Y,20,N,0,Y,1200,N,0,Y,90,Y,140,N,0,Y,10,N,0,N,0,N,N,0,NA,N,0,N,0,Y,60,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,Y,60,N,0,N,0,N,N,0,N,0,N,NA,0,N,0,Y,60,Y,120,N,0,Y,8,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,Y,Y,5,N,0,Y,Y,8,N,0,Y,"LEVER JOY, FLOOR CLEANER, FLOW",Y,60,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,0,N,N,0,N,0,0,Y,960,N,0,Y,960,Y,20,N,0,N,0,N,N
TX083230,604,NA,2001-01-19,TX,2001-01-19,TX283,2,83,Y,N,N,N,N,NA,NA,0,N,N,N,N,Y,Y,Y,150,N,0,N,0,N,0,Y,15,N,0,N,0,N,0,Y,30,Y,120,N,0,N,0,N,0,N,0,N,N,0,NA,N,0,N,0,N,0,N,0,Y,80,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,Y,2880,N,0,N,0,N,N,0,N,0,N,NA,0,N,0,Y,240,Y,360,N,0,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,Y,Y,30,N,0,N,N,0,N,0,Y,"STANDARD'S SPRAY",Y,15,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,0,N,N,0,N,0,0,N,0,N,0,Y,2880,N,0,N,0,Y,10,N,N
TX084230,609,NA,2000-11-23,TX,2000-11-23,TX284,2,84,N,N,N,N,N,NA,NA,0,N,N,N,N,Y,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,Y,20,Y,35,N,0,N,0,N,0,N,0,N,N,0,NA,N,0,N,0,N,0,N,0,Y,10,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,Y,2880,N,0,N,0,N,N,0,N,0,N,NA,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,Y,Y,15,N,0,N,NA,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,Y,Y,15,N,0,Y,15,N,N,0,N,0,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N
TX085230,613,NA,2000-12-13,TX,2000-12-13,TX285,2,85,N,N,N,N,N,NA,NA,0,N,N,N,N,Y,N,Y,90,N,0,N,0,N,0,Y,5,N,0,Y,720,N,0,Y,30,Y,15,N,0,N,0,N,0,N,0,N,N,0,NA,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,Y,1200,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N,0,N,0,N,NA,0,N,0,Y,90,Y,135,Y,30,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,Y,Y,5,N,0,Y,Y,30,N,0,N,N,0,N,0,Y,"PINESOL, CLOROX",Y,15,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,Y,Y,20,N,0,N,0,N,N,0,N,0,0,N,0,N,0,Y,2880,N,0,N,0,Y,15,N,N
TX086230,617,NA,2000-12-07,TX,2000-12-07,TX286,2,86,Y,N,Y,N,N,NA,NA,0,N,N,N,N,Y,N,Y,60,N,0,N,0,N,0,N,0,N,0,Y,120,N,0,Y,30,Y,90,N,0,N,0,N,0,N,0,N,N,0,NA,N,0,N,0,N,0,N,0,Y,30,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,Y,2880,N,0,N,0,N,N,0,N,0,N,NA,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,Y,Y,10,N,0,Y,Y,5,N,0,N,N,0,N,0,N,NA,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,0,N,N,0,N,0,0,N,0,N,0,Y,1200,N,0,N,0,Y,20,Y,N
TX087230,621,NA,2000-12-13,TX,2000-12-13,TX287,2,87,N,N,N,N,N,NA,NA,0,N,N,N,N,Y,Y,Y,150,N,0,N,0,N,0,Y,5,N,0,N,0,N,0,Y,30,Y,210,N,0,Y,60,N,0,N,0,N,N,0,NA,N,0,N,0,N,0,N,0,Y,20,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N,0,N,0,N,NA,0,N,0,Y,180,Y,270,N,0,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,Y,Y,2,N,0,Y,Y,10,N,0,Y,Y,10,N,0,Y,Y,5,N,0,Y,"PINAL, AJAX, CLOROX",Y,10,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,Y,Y,20,N,0,Y,20,N,N,0,N,0,0,N,0,N,0,Y,2880,N,0,N,0,Y,18,N,N
TX088230,628,NA,2000-12-07,TX,2000-12-07,TX288,2,88,N,N,N,N,N,NA,NA,0,N,N,N,N,N,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,Y,40,Y,135,N,0,N,0,N,0,N,0,N,N,0,NA,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,Y,720,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N,0,N,0,N,NA,0,N,0,Y,120,Y,60,N,0,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,Y,Y,15,N,0,Y,Y,15,N,0,Y,PINOL,Y,15,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,0,N,N,0,N,0,0,N,0,N,0,Y,1800,N,0,N,0,Y,20,N,N
TX089230,635,NA,2000-12-17,TX,2000-12-17,TX289,2,89,N,N,N,N,N,NA,NA,0,N,N,N,N,N,N,Y,120,N,0,N,0,N,0,N,0,N,0,N,0,N,0,Y,30,Y,130,N,0,N,0,N,0,N,0,N,N,0,NA,N,0,N,0,N,0,N,0,Y,40,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,Y,2400,N,0,N,0,N,N,0,N,0,N,NA,0,N,0,Y,60,Y,90,N,0,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,Y,Y,10,N,0,N,N,0,N,0,Y,CHLOROX,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,0,N,N,0,N,0,0,N,0,N,0,Y,2880,N,0,N,0,Y,2,N,N
TX090230,641,NA,2000-12-07,TX,2000-12-07,TX290,2,90,N,N,N,N,N,NA,NA,0,N,N,N,N,Y,N,Y,360,N,0,N,0,N,0,N,0,N,0,N,0,N,0,Y,15,Y,90,N,0,N,0,N,0,N,0,N,N,0,NA,N,0,N,0,Y,2880,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,Y,2880,N,0,N,0,N,N,0,N,0,N,NA,0,N,0,Y,120,Y,15,N,0,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,Y,Y,15,N,0,N,N,0,N,0,N,NA,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,0,N,N,0,N,0,0,N,0,N,0,Y,2880,N,0,N,0,Y,5,N,N
TX091230,648,NA,2000-12-13,TX,2000-12-13,TX291,2,91,Y,N,N,N,N,NA,NA,0,N,N,N,N,N,Y,Y,225,N,0,N,0,N,0,N,0,N,0,Y,300,N,0,Y,40,Y,280,N,0,N,0,N,0,N,0,N,N,0,NA,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,Y,1200,N,0,N,0,N,N,0,N,0,N,NA,0,N,0,Y,40,Y,100,N,0,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,Y,Y,5,N,0,Y,Y,20,N,0,Y,Y,10,N,0,N,N,0,N,0,Y,"CLOROX, FABULOSO",Y,15,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,Y,Y,10,N,0,N,0,N,N,0,N,0,0,N,0,N,0,Y,2400,N,0,N,0,Y,10,N,N
TX092230,653,NA,0000-00-00,TX,0000-00-00,TX292,2,92,N,N,N,N,N,NA,NA,0,N,N,N,N,N,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N,0,NA,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N,0,N,0,N,NA,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,NA,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,0,N,N,0,N,0,0,N,0,N,0,N,0,N,0,N,0,N,0,N,""
TX093230,659,NA,2000-11-28,TX,2000-11-28,TX293,2,93,N,N,N,N,N,NA,NA,0,N,N,Y,N,N,N,Y,40,N,0,N,0,N,0,N,0,N,0,Y,600,N,0,Y,45,Y,330,N,0,N,0,N,0,N,0,N,N,0,NA,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N,0,N,0,N,NA,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,Y,Y,30,N,0,N,N,0,N,0,N,NA,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,0,Y,N,0,Y,30,20,N,0,N,0,Y,960,N,0,N,0,Y,15,Y,N
TX094230,666,NA,2000-12-02,TX,2000-12-02,TX294,2,94,N,N,Y,N,N,NA,NA,0,N,N,N,N,Y,Y,Y,70,N,0,N,0,N,0,N,0,N,0,N,0,N,0,Y,45,Y,375,N,0,Y,2880,N,0,N,0,N,N,0,NA,N,0,N,0,Y,2880,N,0,Y,5,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,Y,2880,N,0,N,0,N,N,0,N,0,N,NA,0,N,0,Y,60,Y,60,N,0,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,Y,N,0,Y,30,Y,N,0,Y,10,Y,"FABULOSO, PINAL",N,0,Y,10,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,0,N,N,0,N,0,0,N,0,N,0,Y,2880,N,0,N,0,Y,20,N,N
