,aqi_ozone
21853,safe
32427,safe
2001,safe
16268,unhealthy for sensitive groups
27201,safe
9652,unhealthy
2129,safe
10965,safe
20438,unhealthy for sensitive groups
32347,safe
13931,safe
11401,very unhealthy
21585,safe
31469,safe
14413,safe
21477,safe
19718,safe
12870,safe
29243,safe
23839,unhealthy for sensitive groups
19710,safe
5749,safe
17313,safe
13821,safe
21191,safe
273,safe
13487,safe
5735,safe
31793,safe
32519,safe
5136,safe
5667,safe
20270,safe
23669,safe
12533,safe
22430,safe
11961,unhealthy
33140,safe
31905,unhealthy
33110,safe
11878,safe
24947,safe
16012,safe
886,safe
11785,safe
20287,safe
27774,safe
31374,safe
32977,safe
16239,safe
8922,safe
14468,safe
31037,safe
17095,safe
4637,safe
19803,safe
17577,safe
31637,safe
31908,unhealthy
21059,safe
22624,unhealthy
13490,safe
10195,safe
32656,safe
29481,safe
33726,safe
17305,safe
2779,safe
34585,safe
10530,safe
28450,safe
33237,safe
32794,safe
31450,safe
760,safe
25829,safe
164,safe
7523,safe
22620,safe
31702,safe
2851,safe
13593,safe
3952,safe
20668,safe
24232,safe
23718,safe
4898,unhealthy for sensitive groups
20398,safe
8794,safe
24554,safe
34835,safe
17933,safe
28600,unhealthy for sensitive groups
3903,safe
7938,safe
3311,safe
15116,safe
32287,safe
21286,safe
10793,safe
12785,safe
21911,safe
1236,safe
10445,safe
2647,safe
14493,safe
3085,unhealthy for sensitive groups
19633,unhealthy
20196,safe
10480,safe
3748,safe
9333,safe
2418,unhealthy for sensitive groups
5881,safe
20704,safe
28748,safe
27953,safe
26852,safe
5317,safe
8462,safe
34344,unhealthy for sensitive groups
33558,safe
23230,safe
23987,safe
8589,safe
28774,safe
25533,unhealthy for sensitive groups
9097,unhealthy
3404,safe
9049,safe
16366,safe
28708,safe
33842,safe
22139,safe
20551,safe
28169,safe
26177,safe
26057,safe
33349,safe
27351,safe
23854,safe
28087,safe
18813,safe
26592,safe
14771,safe
8083,safe
12149,unhealthy for sensitive groups
446,safe
18298,safe
24551,safe
33216,safe
10014,unhealthy for sensitive groups
21300,safe
22260,safe
5595,safe
6597,safe
25503,safe
7925,safe
3813,unhealthy for sensitive groups
2532,safe
20483,safe
4318,safe
33793,safe
19922,safe
8326,safe
32886,safe
30722,safe
20406,safe
20754,safe
207,safe
9429,safe
2987,safe
21674,safe
4038,safe
18937,safe
32369,safe
14961,safe
679,safe
23569,safe
34200,safe
31152,unhealthy for sensitive groups
9519,safe
4546,safe
28010,safe
13381,safe
21266,safe
7332,unhealthy
21026,safe
22280,safe
3788,unhealthy for sensitive groups
2333,safe
11336,safe
17036,safe
5270,safe
28224,safe
12750,safe
34639,unhealthy for sensitive groups
22144,safe
23162,safe
18173,safe
10853,safe
14510,safe
16947,safe
34603,safe
32546,safe
31675,unhealthy for sensitive groups
34112,safe
32931,safe
8413,safe
32786,safe
31105,safe
6664,safe
1150,unhealthy
8577,safe
31823,safe
11916,unhealthy for sensitive groups
20667,safe
27300,safe
33231,safe
7885,safe
1450,safe
33328,safe
5969,unhealthy for sensitive groups
18069,safe
34001,safe
15032,safe
11673,safe
25519,safe
27603,unhealthy for sensitive groups
19798,safe
4059,safe
22471,safe
22017,safe
22089,safe
23821,safe
21559,safe
5159,safe
25593,safe
32926,unhealthy for sensitive groups
18830,safe
31568,safe
13578,unhealthy for sensitive groups
17798,safe
9129,safe
8962,safe
8832,safe
3150,unhealthy
20980,safe
34874,safe
10521,safe
8219,safe
7624,safe
21492,safe
637,safe
15848,safe
10619,safe
10088,safe
15883,unhealthy for sensitive groups
5303,safe
7602,safe
31118,safe
8094,safe
4380,safe
19924,safe
6359,safe
32513,safe
15460,safe
7399,safe
25200,safe
13110,unhealthy for sensitive groups
13145,unhealthy for sensitive groups
5800,unhealthy for sensitive groups
18280,safe
23698,unhealthy for sensitive groups
25351,safe
1905,unhealthy
13894,safe
20050,safe
29840,safe
31137,safe
25234,safe
18231,safe
5400,safe
24853,safe
20453,safe
27217,safe
11891,unhealthy
9517,safe
4586,safe
29886,safe
16737,safe
7719,safe
5767,safe
29464,safe
2732,safe
14485,safe
2673,safe
19474,safe
29830,safe
14831,safe
7971,safe
25175,safe
21527,safe
28896,safe
20259,safe
5975,safe
14300,safe
21622,safe
3075,safe
29564,safe
20924,safe
26180,safe
32941,safe
26184,safe
25643,safe
3684,safe
23611,safe
27215,safe
31641,safe
14711,safe
21481,safe
8568,safe
29352,safe
33603,safe
6458,safe
22085,unhealthy for sensitive groups
23043,safe
12060,safe
5761,safe
21066,safe
4871,safe
24528,safe
28603,unhealthy for sensitive groups
4146,safe
17166,safe
9815,safe
21538,safe
21379,safe
27958,safe
4120,unhealthy for sensitive groups
35024,safe
10468,safe
15856,safe
3699,safe
11001,safe
10166,safe
13763,safe
34424,safe
22303,safe
10863,safe
8573,safe
226,safe
31451,safe
34640,unhealthy for sensitive groups
22067,safe
19105,safe
25553,safe
8980,safe
13707,safe
21677,safe
3934,safe
23210,safe
5005,unhealthy for sensitive groups
32004,unhealthy for sensitive groups
6582,safe
30954,unhealthy for sensitive groups
11089,safe
27076,safe
14804,safe
2639,safe
6193,safe
1925,safe
23436,safe
2850,safe
181,safe
34535,safe
521,safe
6417,safe
5744,safe
34132,unhealthy
907,safe
29100,safe
7881,safe
22482,unhealthy for sensitive groups
1956,safe
28582,safe
19279,safe
23297,safe
28545,safe
5150,unhealthy for sensitive groups
23928,safe
27294,safe
6878,safe
8030,safe
31036,safe
28387,safe
29946,safe
18657,safe
22953,safe
22680,safe
10228,safe
10653,safe
29006,safe
14441,safe
20794,safe
24446,safe
34608,safe
25924,safe
9425,safe
33307,unhealthy for sensitive groups
12037,unhealthy
13378,unhealthy
20394,safe
2484,safe
675,safe
16034,safe
12562,safe
4826,safe
7278,safe
7114,safe
23397,safe
25817,safe
7161,unhealthy for sensitive groups
20088,safe
27545,safe
25094,safe
31524,safe
19159,safe
10700,safe
6350,safe
16337,safe
3456,unhealthy for sensitive groups
33429,unhealthy for sensitive groups
27373,safe
31576,safe
14819,safe
5708,safe
23497,safe
29952,unhealthy for sensitive groups
20642,safe
26840,safe
32271,safe
831,safe
15542,safe
33562,safe
29841,safe
21848,safe
33451,safe
21993,safe
9355,safe
26244,safe
15841,safe
4384,safe
7707,unhealthy for sensitive groups
17215,safe
4784,safe
3686,safe
3099,safe
32088,safe
9774,safe
5103,safe
21112,safe
8941,safe
2903,safe
23366,safe
32918,safe
12316,safe
27670,safe
31370,safe
25516,safe
14988,safe
6426,safe
6073,safe
4539,safe
1878,safe
28037,safe
10300,safe
6605,safe
8639,safe
11556,safe
3220,safe
22084,safe
14645,safe
27878,safe
18491,safe
34927,safe
27683,safe
6200,safe
12724,safe
13958,safe
10840,safe
2774,unhealthy
13250,safe
17278,safe
17444,safe
15687,safe
8191,safe
29440,safe
8292,safe
35040,unhealthy for sensitive groups
3277,safe
16580,safe
26934,safe
26422,safe
20073,safe
34566,safe
17788,safe
11680,safe
15332,safe
31466,safe
12444,safe
6729,unhealthy for sensitive groups
12136,unhealthy for sensitive groups
13416,safe
18718,safe
20028,safe
21520,safe
14404,safe
33343,safe
25860,safe
23809,safe
33037,safe
22668,safe
9810,safe
27989,safe
14267,safe
24443,safe
10160,safe
25526,safe
30709,safe
9498,unhealthy for sensitive groups
9675,safe
3733,safe
29350,safe
4556,safe
34897,safe
13873,unhealthy for sensitive groups
32263,safe
12912,safe
2455,safe
7638,unhealthy for sensitive groups
6110,safe
13411,safe
30857,safe
7371,safe
15818,safe
2848,unhealthy for sensitive groups
20586,safe
5049,safe
33789,unhealthy for sensitive groups
31583,safe
10438,safe
17067,safe
21507,safe
848,safe
27763,unhealthy for sensitive groups
6677,safe
11746,safe
6838,unhealthy for sensitive groups
23098,safe
25903,safe
4571,safe
8400,safe
16167,safe
31777,safe
32716,safe
5197,safe
11452,safe
28573,safe
29370,safe
28843,unhealthy for sensitive groups
2857,safe
2555,safe
25747,safe
31814,safe
22856,safe
19457,safe
6257,safe
29547,safe
15173,safe
24625,safe
26465,safe
8548,safe
20449,safe
11821,safe
25577,safe
15305,safe
26719,safe
9132,safe
26097,safe
31741,safe
26262,safe
13114,unhealthy for sensitive groups
19087,safe
33433,safe
24218,safe
3836,unhealthy for sensitive groups
34434,safe
7499,safe
18381,safe
24434,safe
26173,safe
3689,safe
18650,safe
6577,safe
17385,safe
12503,safe
34558,safe
14754,safe
7026,safe
11065,safe
11563,safe
27036,safe
1025,safe
229,safe
7179,safe
20455,unhealthy for sensitive groups
22850,safe
16398,safe
19210,safe
30049,safe
612,safe
19933,safe
50,safe
22662,safe
3457,safe
3181,safe
10096,safe
7003,unhealthy for sensitive groups
27532,safe
8416,safe
6126,safe
24621,safe
31532,safe
8364,safe
16055,unhealthy for sensitive groups
34750,safe
2229,safe
7571,safe
20127,safe
27435,safe
11086,safe
33757,safe
18738,safe
32306,unhealthy
17906,safe
33100,safe
27843,safe
23902,safe
21845,safe
33413,safe
15877,safe
1933,safe
33897,safe
16192,safe
28789,safe
10704,safe
31438,safe
11806,safe
16447,safe
20181,safe
25805,safe
552,safe
23713,safe
11948,unhealthy for sensitive groups
32788,safe
11267,unhealthy for sensitive groups
34926,safe
14076,safe
14277,safe
25638,unhealthy for sensitive groups
26570,safe
19182,unhealthy for sensitive groups
16235,safe
5845,safe
16757,safe
4604,safe
19399,safe
25332,safe
5286,safe
1204,safe
10061,safe
30147,safe
21969,safe
6233,safe
1227,safe
6877,safe
17779,safe
22543,safe
5074,safe
29854,safe
33589,safe
17056,safe
18863,safe
17685,safe
11319,safe
668,safe
21798,safe
13895,safe
26951,safe
10284,safe
13189,safe
19348,safe
33764,safe
33294,safe
16200,very unhealthy
25587,safe
30264,safe
29031,safe
13115,unhealthy
26558,safe
34398,safe
12694,safe
22539,safe
14916,safe
11376,safe
12450,safe
26496,safe
13193,safe
14077,safe
18925,safe
31219,safe
25495,unhealthy for sensitive groups
13859,safe
17103,safe
9003,safe
14992,safe
20256,safe
10886,safe
8269,safe
10885,unhealthy for sensitive groups
26659,safe
27904,safe
31742,safe
9957,safe
18962,safe
9361,safe
31357,safe
34574,safe
32100,safe
19394,safe
3523,safe
13702,safe
34013,safe
29540,safe
9712,safe
7776,safe
24970,safe
21664,safe
13087,safe
28439,safe
28725,safe
931,safe
11658,safe
3345,safe
7770,safe
8730,safe
31773,safe
30023,safe
32534,safe
27981,safe
14567,safe
25496,safe
29143,safe
19165,safe
23849,safe
21078,safe
1564,safe
18649,safe
13242,safe
246,safe
21652,safe
34481,unhealthy for sensitive groups
23728,safe
1483,safe
5467,safe
22279,safe
11360,safe
27302,safe
13137,unhealthy for sensitive groups
14619,safe
5730,safe
20191,safe
34779,safe
3282,unhealthy for sensitive groups
26433,safe
12280,safe
23154,safe
6778,safe
34831,safe
23106,safe
736,safe
6484,safe
17905,safe
17262,safe
21818,safe
22519,safe
585,safe
23890,safe
20643,safe
34612,safe
13412,safe
16445,safe
31630,safe
7084,safe
17920,safe
5999,safe
31448,safe
4913,safe
22414,safe
34378,safe
16880,safe
19110,safe
32154,safe
15246,safe
12021,unhealthy for sensitive groups
9410,safe
7488,safe
24632,safe
25849,safe
6647,safe
28391,unhealthy for sensitive groups
19556,safe
8553,safe
1967,safe
23480,safe
27350,safe
13069,safe
4093,safe
23025,safe
27248,safe
6300,safe
7163,unhealthy for sensitive groups
34971,safe
23907,safe
33341,safe
22521,safe
26022,safe
19525,safe
25373,safe
24094,safe
16931,safe
25894,safe
22035,safe
27355,safe
13588,safe
5861,safe
9373,safe
17578,safe
29942,safe
13646,safe
34681,safe
2475,safe
10715,safe
31309,safe
26209,safe
18532,very unhealthy
6760,safe
23702,unhealthy for sensitive groups
22047,safe
10370,safe
32869,safe
16377,safe
1159,safe
14865,safe
29345,safe
14150,safe
410,safe
25734,safe
5213,safe
25505,safe
19397,safe
24415,unhealthy for sensitive groups
14861,safe
22897,safe
6285,safe
31495,safe
16970,safe
8936,safe
1140,unhealthy
6158,safe
23922,safe
21695,safe
15021,safe
76,safe
34417,unhealthy for sensitive groups
9228,safe
6340,safe
21080,safe
21115,safe
29833,safe
10500,safe
20881,safe
12238,safe
25364,safe
17902,safe
20593,safe
19928,safe
32117,safe
9990,unhealthy for sensitive groups
7942,safe
10454,safe
29762,safe
7389,safe
33382,safe
1580,unhealthy for sensitive groups
932,safe
4003,safe
34781,safe
5121,safe
19096,safe
6601,safe
29337,safe
21476,safe
21043,safe
31039,safe
24557,safe
29869,safe
7305,safe
2681,safe
17859,safe
25210,safe
20607,safe
17435,safe
1029,safe
31820,unhealthy for sensitive groups
11239,safe
14585,safe
10041,safe
8976,safe
22522,safe
17664,safe
17204,safe
3324,safe
30827,safe
1951,safe
24521,safe
32345,safe
15517,safe
24118,safe
20340,safe
20076,safe
419,safe
31362,safe
12233,safe
220,safe
9417,safe
17828,safe
19196,safe
21357,safe
15713,very unhealthy
23415,safe
34819,safe
9895,safe
33575,safe
26816,safe
22135,safe
11527,safe
15037,safe
266,safe
14188,safe
33133,safe
26581,safe
12948,safe
2671,safe
9814,safe
18872,safe
2758,safe
15134,safe
8519,safe
9578,safe
18969,safe
25265,safe
10192,safe
26483,safe
21478,safe
18556,safe
21828,safe
16385,safe
11206,safe
25632,safe
12851,safe
18826,safe
891,safe
23588,safe
1766,safe
27391,safe
24067,safe
24934,safe
2541,safe
7972,safe
11743,safe
6227,safe
2731,safe
15714,unhealthy for sensitive groups
32109,safe
21757,unhealthy for sensitive groups
1428,unhealthy for sensitive groups
7242,safe
16401,safe
6726,unhealthy for sensitive groups
454,safe
12682,safe
18645,safe
11474,safe
7911,safe
24613,safe
27905,safe
6710,safe
9221,safe
30159,safe
17002,safe
22767,safe
33292,safe
25413,safe
28786,safe
16033,unhealthy for sensitive groups
29038,safe
30046,safe
18566,safe
2991,safe
17281,safe
4310,safe
20342,safe
28612,safe
32803,safe
20681,safe
16785,safe
17487,unhealthy for sensitive groups
8399,safe
3119,unhealthy for sensitive groups
8772,safe
2554,safe
8953,safe
17111,safe
31617,safe
14018,safe
26781,safe
28531,safe
34351,unhealthy for sensitive groups
22725,safe
946,safe
31632,unhealthy for sensitive groups
11157,safe
1178,safe
10456,safe
6293,safe
23757,safe
19155,safe
23406,safe
29774,safe
4830,safe
4971,unhealthy for sensitive groups
21892,safe
15876,safe
27936,unhealthy for sensitive groups
23561,safe
9665,safe
31460,safe
6077,safe
18245,safe
24020,safe
22370,safe
33034,safe
32623,safe
1700,safe
28008,safe
5474,safe
25247,safe
34353,unhealthy for sensitive groups
26174,safe
20352,safe
21062,safe
3417,safe
32976,safe
6551,safe
14013,safe
4,safe
23791,safe
9044,safe
7640,safe
2980,safe
9644,safe
16163,safe
29145,safe
23653,safe
33805,unhealthy for sensitive groups
16060,safe
12990,safe
9963,safe
9998,safe
16764,safe
22590,safe
29318,safe
3590,safe
31107,safe
3219,unhealthy for sensitive groups
25608,safe
26113,safe
29900,unhealthy for sensitive groups
6436,safe
10232,safe
9614,safe
17871,safe
3328,safe
13834,safe
27044,safe
22032,safe
27491,safe
5770,safe
4555,safe
34793,safe
12926,safe
17343,safe
35001,safe
29207,safe
23764,safe
32017,safe
24724,safe
6603,safe
33296,safe
9558,safe
26585,safe
33082,safe
6250,safe
10578,safe
20721,safe
26870,safe
12053,safe
11031,safe
5214,safe
17653,unhealthy for sensitive groups
17282,safe
18533,safe
19455,safe
19744,safe
22410,safe
11383,unhealthy
27915,safe
17021,safe
17763,safe
16679,safe
8903,unhealthy for sensitive groups
5018,safe
20845,safe
18579,safe
32401,safe
6843,safe
7715,safe
4448,safe
909,safe
29240,safe
26506,safe
22286,safe
16599,safe
20306,unhealthy for sensitive groups
31185,unhealthy for sensitive groups
22466,safe
27233,safe
23993,very unhealthy
7550,safe
1408,safe
10211,safe
21735,safe
16327,safe
29299,safe
1531,unhealthy
27012,safe
29555,safe
20003,safe
33860,safe
19508,safe
4568,safe
33016,safe
3708,safe
23174,safe
13033,unhealthy for sensitive groups
27914,safe
33865,safe
4547,safe
23625,safe
17245,safe
23363,safe
26957,safe
35018,safe
28515,safe
24818,safe
19328,safe
18451,safe
3399,safe
24180,safe
28931,safe
12820,safe
29369,safe
15022,safe
958,safe
1361,safe
8122,safe
8107,unhealthy for sensitive groups
20341,safe
22219,safe
860,unhealthy
22014,safe
11483,safe
6560,safe
6187,safe
19655,safe
11816,safe
13846,safe
9337,safe
32393,safe
9262,unhealthy
3175,safe
15619,safe
10931,safe
9834,safe
18384,safe
6451,safe
15090,safe
3546,safe
32666,safe
12118,safe
32545,safe
33049,safe
23250,safe
5374,safe
22046,safe
30719,safe
11803,safe
9080,safe
18552,safe
23639,safe
35014,safe
25725,unhealthy for sensitive groups
29710,safe
14109,unhealthy
13938,safe
4737,safe
34393,safe
13116,unhealthy for sensitive groups
16254,safe
17023,safe
33222,safe
20278,safe
19667,safe
23554,safe
29276,safe
32417,safe
26637,safe
27480,safe
34096,safe
15488,safe
18765,safe
31070,safe
33403,safe
13274,safe
11922,safe
2130,safe
3020,safe
30876,safe
3653,safe
24506,unhealthy for sensitive groups
13039,very unhealthy
32560,unhealthy for sensitive groups
33164,safe
26909,safe
22524,safe
18392,safe
16191,safe
23590,safe
32761,safe
1253,safe
1506,safe
27640,safe
8781,safe
24245,safe
19229,safe
19489,safe
29149,safe
10934,safe
8673,safe
8567,safe
17498,unhealthy for sensitive groups
2672,safe
19816,unhealthy for sensitive groups
28822,safe
11236,safe
34254,safe
32142,safe
1403,safe
34526,safe
8755,safe
29256,safe
6849,unhealthy for sensitive groups
13542,safe
22576,unhealthy for sensitive groups
16260,safe
34818,safe
20207,safe
13960,safe
12111,safe
8130,safe
21369,safe
5285,unhealthy for sensitive groups
3086,unhealthy for sensitive groups
27563,safe
22955,safe
2210,safe
18959,safe
18956,safe
26537,unhealthy for sensitive groups
29880,safe
32807,safe
31803,safe
14422,safe
33862,safe
15404,unhealthy for sensitive groups
33708,safe
33605,safe
29441,safe
6275,safe
773,safe
12215,safe
23443,safe
30146,safe
34494,safe
24664,safe
24112,safe
17931,safe
23326,safe
28464,unhealthy for sensitive groups
24277,safe
21793,safe
7934,safe
3034,safe
11190,safe
28688,safe
28629,safe
14753,safe
13438,safe
25824,unhealthy
15858,safe
15958,safe
22175,safe
18782,safe
20066,safe
33906,safe
15016,safe
31713,safe
7967,safe
19202,safe
29990,unhealthy for sensitive groups
19577,safe
12567,safe
21702,safe
33592,safe
26895,safe
3811,safe
30762,unhealthy for sensitive groups
17741,safe
34007,safe
8805,safe
25656,safe
34677,unhealthy for sensitive groups
11638,safe
25274,safe
34806,safe
6643,safe
34167,safe
19093,safe
12789,safe
15852,safe
33662,safe
1530,unhealthy for sensitive groups
29724,safe
19605,safe
11968,unhealthy
24410,unhealthy
23469,safe
6922,unhealthy for sensitive groups
29388,safe
2661,safe
11249,safe
25483,safe
28557,safe
9651,unhealthy
9192,safe
34789,safe
28700,safe
15546,safe
17568,unhealthy for sensitive groups
32452,safe
26930,safe
4283,safe
7350,safe
22362,safe
32027,safe
3559,safe
27998,safe
18787,safe
31239,safe
31190,safe
2542,safe
301,safe
28234,safe
2151,safe
33900,safe
26734,safe
33968,safe
31752,safe
8854,safe
5564,safe
31878,safe
5637,safe
7056,safe
11377,safe
21336,safe
24037,safe
11085,unhealthy for sensitive groups
24922,safe
8892,safe
3494,safe
22272,safe
198,safe
18546,safe
3104,safe
24385,safe
12086,unhealthy for sensitive groups
26477,safe
23471,safe
124,safe
31005,safe
19212,safe
34311,safe
19078,safe
25434,safe
5065,safe
19385,safe
19548,safe
4858,safe
24047,safe
17311,safe
33144,safe
12002,safe
24946,safe
26369,safe
3798,safe
8654,safe
19302,safe
6062,safe
18258,safe
34898,safe
22859,safe
29459,safe
12114,safe
33367,safe
31099,safe
11123,safe
14072,safe
27019,safe
5738,unhealthy for sensitive groups
33319,safe
8603,safe
17406,unhealthy for sensitive groups
30944,safe
10671,safe
27977,safe
4723,safe
22206,safe
17924,safe
34021,safe
9660,unhealthy for sensitive groups
991,unhealthy for sensitive groups
18505,safe
28369,safe
12342,safe
16305,safe
7784,safe
28003,safe
4581,safe
4548,safe
15639,safe
7939,safe
9680,safe
14878,safe
2811,safe
33408,safe
8113,safe
16960,safe
24062,safe
19780,safe
13734,safe
32707,unhealthy for sensitive groups
3930,safe
7260,safe
2355,safe
10189,safe
2871,safe
18807,safe
5122,safe
4140,safe
24082,safe
14102,safe
29479,safe
16263,safe
11882,unhealthy for sensitive groups
5684,safe
1631,safe
34592,safe
11928,safe
20904,safe
7096,unhealthy
21348,safe
20979,safe
9791,unhealthy for sensitive groups
4026,safe
4010,safe
15698,safe
25527,safe
27353,safe
9928,unhealthy for sensitive groups
1257,safe
5382,safe
6099,safe
18886,safe
3820,safe
25451,safe
1462,safe
7482,safe
4697,safe
21965,unhealthy for sensitive groups
13560,unhealthy for sensitive groups
11894,unhealthy
33173,safe
716,safe
17515,safe
5364,safe
21203,safe
24536,safe
25050,safe
3183,unhealthy for sensitive groups
29571,safe
28993,safe
23340,safe
15471,safe
18374,safe
1793,safe
19873,safe
8543,safe
14884,safe
9154,safe
9349,safe
24484,safe
13117,unhealthy for sensitive groups
28060,unhealthy for sensitive groups
26627,safe
29881,safe
3106,safe
5878,safe
10633,safe
14438,safe
33497,safe
19542,unhealthy for sensitive groups
6413,safe
6589,safe
17447,safe
15832,safe
18276,safe
31423,safe
22090,safe
16093,safe
13941,safe
29139,safe
8958,safe
15773,safe
32085,safe
202,safe
22005,safe
8621,safe
29731,safe
34542,safe
10850,safe
13795,unhealthy for sensitive groups
2494,safe
17728,safe
5620,safe
23743,safe
5987,safe
6932,safe
21137,safe
31227,unhealthy for sensitive groups
21780,unhealthy for sensitive groups
3942,safe
21387,safe
8152,safe
10419,safe
20823,safe
8231,safe
26797,safe
4970,unhealthy for sensitive groups
9340,safe
5431,safe
27154,safe
14976,safe
17756,safe
32349,safe
10164,safe
28166,safe
2198,safe
12608,safe
2011,safe
5142,safe
9743,unhealthy for sensitive groups
2002,safe
16109,safe
15294,safe
28488,safe
32654,safe
15446,safe
19833,unhealthy for sensitive groups
23982,safe
31642,safe
21460,safe
23410,safe
24164,safe
8752,safe
28136,safe
9769,safe
17118,safe
14633,safe
26328,safe
29117,safe
14367,safe
2371,safe
7557,safe
9956,unhealthy for sensitive groups
7208,safe
7709,unhealthy for sensitive groups
8405,safe
13648,safe
5353,safe
4409,safe
28622,safe
3054,safe
14548,safe
17786,safe
25215,safe
7859,safe
26636,safe
33155,safe
29458,safe
7792,safe
22311,safe
9405,safe
30987,safe
4916,unhealthy for sensitive groups
20948,safe
15131,safe
13132,unhealthy
5756,safe
26575,safe
14215,safe
34826,unhealthy for sensitive groups
31652,safe
3596,safe
20312,unhealthy for sensitive groups
34082,safe
33573,safe
15583,safe
20059,safe
3994,safe
24393,unhealthy for sensitive groups
14439,safe
2301,safe
31337,safe
14612,safe
30845,safe
19755,safe
34741,safe
34366,safe
21778,safe
18854,safe
24038,safe
24321,safe
24868,safe
24379,unhealthy for sensitive groups
11903,very unhealthy
6545,safe
3271,unhealthy for sensitive groups
32961,safe
1146,safe
30177,safe
24806,safe
20715,safe
11604,safe
27475,safe
12594,safe
23680,safe
31969,safe
24658,safe
31603,safe
17183,safe
21215,safe
11175,unhealthy for sensitive groups
5360,safe
4524,safe
19778,safe
15833,safe
17777,safe
13064,safe
22234,safe
34725,unhealthy for sensitive groups
3232,safe
32503,safe
31501,safe
23405,safe
12271,safe
27358,safe
28050,safe
19707,safe
27540,safe
22177,safe
26186,safe
33220,safe
10239,safe
24395,unhealthy for sensitive groups
3554,safe
33565,safe
31422,safe
13540,unhealthy for sensitive groups
34588,safe
13296,unhealthy for sensitive groups
19071,safe
19175,safe
22618,safe
32255,safe
18732,safe
28814,unhealthy for sensitive groups
19435,safe
30701,safe
6154,safe
15774,safe
6744,safe
29907,safe
2579,safe
25427,safe
1242,safe
32983,safe
25339,safe
23158,safe
7127,unhealthy for sensitive groups
8906,safe
24422,unhealthy for sensitive groups
16223,safe
31798,safe
9865,safe
21486,safe
2357,safe
32419,safe
5059,safe
15602,safe
17501,unhealthy for sensitive groups
20242,unhealthy for sensitive groups
31679,safe
13768,safe
26982,safe
16556,safe
6219,safe
31149,safe
26962,safe
2773,safe
26326,safe
18015,safe
19622,safe
1213,safe
25035,safe
11993,unhealthy for sensitive groups
32514,safe
27733,safe
431,safe
12240,safe
14281,safe
22873,safe
15293,safe
14902,safe
2607,safe
22508,safe
4814,safe
554,safe
10148,safe
3913,safe
13817,safe
25159,safe
11969,unhealthy for sensitive groups
14005,safe
26601,safe
9145,safe
26822,safe
29866,safe
32237,unhealthy for sensitive groups
17761,safe
10503,safe
6953,safe
499,safe
10036,unhealthy for sensitive groups
28043,safe
10290,safe
27017,safe
24668,safe
34861,safe
17323,safe
1039,safe
28477,safe
9095,unhealthy for sensitive groups
21159,safe
28313,safe
27886,safe
14815,safe
20139,safe
12756,safe
15916,safe
21134,safe
10077,safe
33774,safe
28077,very unhealthy
29576,safe
9564,safe
25902,safe
1373,safe
24856,safe
18296,safe
1831,safe
28063,unhealthy for sensitive groups
7113,safe
14331,safe
14698,safe
34260,safe
18124,safe
2211,safe
10876,safe
19381,safe
11793,safe
29935,safe
16750,safe
18892,safe
21824,safe
26737,safe
10626,safe
34645,safe
4048,safe
9857,safe
34229,safe
23433,safe
26003,safe
20054,safe
2017,safe
33370,safe
31479,safe
15339,unhealthy for sensitive groups
3191,safe
9565,safe
2203,safe
20539,safe
4090,safe
28039,safe
18701,safe
20454,safe
3668,safe
33669,unhealthy for sensitive groups
20034,safe
23735,safe
31534,safe
27256,safe
11915,unhealthy for sensitive groups
11974,unhealthy
10236,safe
20486,safe
10029,very unhealthy
28505,safe
12254,safe
7500,safe
6882,unhealthy for sensitive groups
17312,safe
15168,safe
22810,safe
26359,safe
26165,safe
4485,safe
9945,unhealthy for sensitive groups
7483,safe
16084,safe
19440,safe
27374,safe
17449,safe
18520,safe
21839,safe
4668,safe
13279,safe
19618,safe
23094,safe
12865,safe
11180,safe
6135,safe
13125,unhealthy for sensitive groups
20594,safe
14520,safe
7653,unhealthy for sensitive groups
5592,safe
8026,safe
11953,safe
31523,safe
5233,safe
16612,safe
6032,safe
2886,safe
2421,unhealthy for sensitive groups
18758,safe
22512,safe
34490,safe
16452,safe
9195,safe
7463,safe
23682,safe
31391,safe
3063,safe
11800,safe
9855,safe
27416,safe
2433,safe
14407,safe
3438,safe
21498,safe
27761,safe
17759,safe
16103,safe
32940,safe
16098,safe
16025,safe
11902,very unhealthy
32959,safe
31573,safe
34966,safe
5080,safe
27741,safe
17393,safe
12357,safe
19521,safe
23146,safe
31377,safe
16361,safe
10742,safe
7083,safe
22755,safe
4105,safe
7601,safe
2982,safe
28909,safe
1904,safe
5017,safe
901,safe
11731,safe
18915,safe
26567,safe
3079,safe
18712,safe
33570,safe
7818,safe
27557,safe
16756,safe
29972,safe
17062,safe
32551,safe
27975,safe
21873,safe
23096,safe
34440,safe
34143,unhealthy for sensitive groups
31158,unhealthy for sensitive groups
34895,safe
5887,safe
26849,safe
27384,safe
17915,safe
34712,safe
4760,unhealthy for sensitive groups
28882,safe
22438,safe
25242,safe
1952,safe
18527,very unhealthy
6509,safe
14158,safe
32691,safe
13990,unhealthy for sensitive groups
2441,safe
1852,safe
34058,safe
13619,safe
24838,safe
16237,safe
16180,safe
17236,safe
27329,safe
22096,unhealthy for sensitive groups
2196,safe
7581,unhealthy for sensitive groups
26495,safe
21861,safe
29929,safe
33651,safe
2194,safe
25973,safe
33665,safe
19257,safe
16836,safe
13428,unhealthy for sensitive groups
13791,safe
6399,safe
18197,safe
739,safe
12338,safe
