,aqi_ozone
75487,safe
1027424,safe
1100065,safe
306566,safe
1055959,safe
731119,safe
1203211,safe
761095,safe
1055414,safe
14085,safe
418889,safe
1081743,safe
531411,safe
338400,safe
138350,unhealthy
769080,safe
770636,safe
1926,safe
263161,safe
225859,safe
914185,safe
6444,safe
439277,safe
970022,safe
5841,safe
382975,safe
262587,safe
117686,safe
846444,safe
1042741,safe
459231,safe
654666,unhealthy for sensitive groups
1206062,safe
339425,safe
323838,safe
264448,safe
446303,safe
172128,unhealthy for sensitive groups
93267,safe
1143795,safe
481818,safe
482039,safe
162969,safe
682176,safe
262354,safe
21897,safe
1165002,safe
451854,unhealthy for sensitive groups
809004,safe
454289,unhealthy for sensitive groups
1132047,safe
444054,unhealthy for sensitive groups
970717,safe
1084913,safe
559210,safe
787934,safe
1177521,safe
1111414,safe
1081931,safe
231805,unhealthy for sensitive groups
703954,safe
17100,safe
979609,safe
615329,safe
19125,safe
549471,safe
504048,unhealthy for sensitive groups
1000343,safe
211763,unhealthy
540000,safe
1184531,safe
99459,safe
1085432,safe
830029,safe
437384,safe
797770,safe
366512,very unhealthy
1046443,safe
1165429,safe
940622,safe
234916,safe
847831,safe
301139,safe
433422,safe
433004,safe
798803,safe
923628,safe
478108,safe
842196,safe
69254,safe
1029933,safe
1128412,safe
748333,safe
287212,unhealthy for sensitive groups
1117975,unhealthy for sensitive groups
1131147,safe
688572,safe
265889,safe
1079675,safe
911611,safe
775439,safe
606827,unhealthy for sensitive groups
314097,safe
450851,safe
1009691,safe
1042427,unhealthy for sensitive groups
331461,safe
508924,unhealthy for sensitive groups
1204109,safe
293763,safe
454569,safe
455410,safe
222444,safe
653387,safe
610331,safe
635294,safe
1106711,safe
238726,safe
743042,safe
860537,safe
1008341,safe
1003116,unhealthy
1099931,safe
953064,unhealthy for sensitive groups
772218,safe
20232,unhealthy for sensitive groups
247543,safe
1011148,safe
973631,safe
525529,safe
183846,safe
981577,unhealthy
512665,safe
584579,safe
1202194,safe
645193,safe
809387,safe
299918,safe
1058146,safe
680450,safe
1134833,safe
862497,safe
1112654,safe
1182287,safe
1116138,safe
794427,safe
351165,safe
585742,safe
13797,safe
470750,safe
1023521,safe
766067,safe
61591,safe
910981,unhealthy for sensitive groups
634090,safe
532798,safe
343376,safe
1158624,safe
2970,safe
725008,safe
207999,safe
503035,safe
812164,unhealthy for sensitive groups
550125,safe
1206425,unhealthy for sensitive groups
910195,unhealthy for sensitive groups
820796,safe
110795,safe
612850,safe
524752,safe
1128605,safe
601255,safe
1195155,safe
41700,safe
986464,safe
695976,safe
223063,safe
17379,safe
35082,safe
1121766,safe
77899,safe
1197161,safe
28719,safe
905093,safe
797399,safe
43419,safe
719586,safe
415027,safe
29511,safe
309390,unhealthy for sensitive groups
415169,safe
859068,safe
139958,safe
782155,unhealthy for sensitive groups
23040,safe
338019,safe
1164403,safe
2844,safe
1034453,safe
136723,safe
642067,safe
603274,safe
646413,safe
529707,safe
913575,safe
1145365,safe
81087,safe
1204019,safe
380489,safe
345669,safe
481395,safe
1063653,safe
452243,safe
198615,safe
680008,safe
1033476,safe
548061,safe
180590,safe
239696,unhealthy for sensitive groups
966398,safe
986033,safe
464038,safe
36189,safe
536969,safe
56181,safe
562804,safe
882507,safe
1152404,safe
496502,safe
1075176,safe
851473,safe
356146,safe
1074983,safe
776490,safe
424589,safe
783138,safe
979437,safe
665740,safe
770653,safe
148895,safe
143067,safe
283812,safe
247248,safe
1013259,safe
827348,safe
793805,safe
199364,safe
427874,safe
1150930,safe
25659,safe
581296,safe
667895,safe
7965,safe
1044800,safe
1183091,safe
726425,safe
910204,unhealthy for sensitive groups
290290,safe
48705,safe
676692,safe
403107,safe
1200837,safe
605883,safe
1084448,safe
903542,safe
402214,safe
1058879,safe
779758,safe
664589,safe
170538,safe
48136,safe
674606,unhealthy for sensitive groups
476322,safe
941871,safe
452853,safe
470779,safe
246395,safe
905411,safe
554476,safe
882029,safe
893954,safe
934999,unhealthy for sensitive groups
865434,unhealthy for sensitive groups
403367,safe
297477,safe
970617,safe
708662,safe
1009356,safe
716878,safe
905361,safe
730702,safe
129036,safe
96839,unhealthy for sensitive groups
550509,safe
481073,safe
55369,safe
171667,safe
1023755,safe
1002990,unhealthy
157215,safe
147819,unhealthy for sensitive groups
643617,safe
901366,safe
464615,safe
119418,safe
1041690,safe
318829,safe
64776,safe
8469,safe
1113952,safe
153567,safe
1204876,unhealthy for sensitive groups
306102,unhealthy for sensitive groups
398561,safe
930752,safe
1105773,safe
975675,safe
132967,safe
229036,safe
910213,unhealthy for sensitive groups
983109,unhealthy for sensitive groups
1103888,safe
91687,safe
292299,safe
1136324,safe
313711,safe
610131,safe
218122,safe
906559,safe
476575,safe
1101702,unhealthy for sensitive groups
1161915,unhealthy for sensitive groups
143987,safe
1187697,safe
63061,safe
566163,safe
606949,safe
1174443,safe
637253,unhealthy for sensitive groups
653874,safe
17190,safe
415370,safe
363562,safe
621598,safe
157633,unhealthy
703239,safe
303329,safe
1102958,safe
382465,safe
717972,unhealthy
833722,safe
771699,safe
279026,unhealthy for sensitive groups
913960,safe
914201,safe
742412,safe
1190214,safe
231600,safe
149956,safe
330780,safe
98069,safe
1022896,safe
1047088,safe
198732,safe
1003786,unhealthy
510454,safe
900749,safe
515879,safe
886022,safe
911995,safe
926744,safe
943010,safe
376978,safe
1003426,safe
1160039,safe
1048123,safe
63668,safe
1120698,safe
215318,safe
682067,safe
9045,safe
242495,safe
42132,safe
902784,safe
1085499,safe
839833,safe
685354,safe
180539,safe
730465,safe
1063917,safe
154493,safe
958747,safe
1202947,safe
394249,safe
229627,unhealthy for sensitive groups
31842,safe
382557,safe
1190415,unhealthy for sensitive groups
355682,safe
613514,safe
1052537,safe
892471,safe
226834,unhealthy
135767,safe
654050,safe
128042,safe
469126,safe
1000620,safe
1011240,safe
438279,safe
5031,safe
1006841,safe
1032513,safe
906603,safe
615900,safe
753131,safe
391321,safe
276608,unhealthy for sensitive groups
1043939,safe
425966,safe
1155098,safe
372367,safe
436222,unhealthy for sensitive groups
324792,safe
548124,safe
1198932,safe
542988,safe
104280,safe
1126867,unhealthy for sensitive groups
58119,safe
1115225,unhealthy for sensitive groups
624769,safe
510450,safe
782409,safe
998226,safe
288477,safe
1014855,safe
833041,safe
123857,safe
1106007,safe
824000,safe
825376,safe
125539,safe
1030436,safe
34830,safe
242909,safe
64951,safe
1198333,safe
368445,safe
332186,safe
659855,safe
1056068,safe
63446,safe
1014554,safe
1178522,safe
967470,safe
274591,unhealthy for sensitive groups
1118000,safe
1162652,safe
462921,safe
465029,safe
647380,safe
504876,safe
455414,safe
1121703,safe
924642,safe
742527,safe
415746,safe
177515,safe
1205821,safe
780775,safe
351145,unhealthy for sensitive groups
550761,safe
229700,safe
1163628,safe
359830,safe
119369,safe
1203866,safe
840315,safe
843711,safe
334504,safe
904000,safe
699206,safe
911582,safe
896406,safe
907611,safe
164176,safe
712561,unhealthy for sensitive groups
186044,safe
1181474,safe
785229,unhealthy for sensitive groups
134277,safe
1172508,safe
667308,safe
1160232,safe
12717,unhealthy for sensitive groups
567731,safe
701929,safe
496465,safe
776452,safe
448565,safe
844152,safe
867042,safe
849790,safe
905501,safe
208049,safe
507465,safe
1117305,safe
655604,safe
635845,safe
114574,safe
161602,safe
82964,safe
957077,safe
1197064,unhealthy for sensitive groups
887962,safe
884822,safe
73932,safe
910877,safe
919883,safe
777098,safe
966001,safe
965766,safe
139432,safe
396239,safe
1062778,safe
558831,safe
904834,safe
291030,safe
396315,safe
676976,unhealthy for sensitive groups
43311,safe
304074,very unhealthy
607349,safe
393042,safe
248945,safe
1106966,safe
831621,safe
622072,safe
194268,safe
30996,safe
429889,unhealthy for sensitive groups
423575,safe
907437,safe
515469,safe
9495,unhealthy for sensitive groups
239938,unhealthy for sensitive groups
292734,safe
1205258,safe
459578,unhealthy for sensitive groups
384974,safe
443811,safe
927863,safe
593623,unhealthy for sensitive groups
395479,safe
775248,safe
336105,safe
41402,safe
48254,safe
226403,safe
983268,safe
941150,safe
23994,safe
41177,safe
484639,safe
955870,safe
520849,safe
411338,safe
487174,safe
1116238,safe
68656,safe
1073907,unhealthy for sensitive groups
463058,safe
614887,safe
146598,safe
373296,safe
36807,safe
684553,safe
1175858,safe
1111088,unhealthy for sensitive groups
347641,unhealthy
249982,safe
84218,safe
295733,safe
828821,safe
702308,safe
815543,safe
97024,unhealthy for sensitive groups
394969,safe
353400,unhealthy for sensitive groups
607575,unhealthy
181672,safe
232590,safe
674206,safe
1007943,safe
1028170,safe
154083,safe
981301,safe
44480,safe
474338,safe
840257,safe
431963,unhealthy for sensitive groups
772406,safe
911768,safe
792421,safe
79872,safe
1136353,safe
90087,unhealthy
408160,safe
942813,safe
504596,safe
932344,safe
456907,unhealthy for sensitive groups
1011977,safe
86978,safe
961900,safe
676410,unhealthy for sensitive groups
1072315,safe
646707,safe
96674,unhealthy for sensitive groups
549032,safe
1096643,unhealthy for sensitive groups
352612,safe
475257,safe
737147,safe
882192,safe
1106141,safe
52934,safe
424179,safe
709304,safe
12600,safe
514112,safe
1575,safe
568389,safe
907828,safe
859537,safe
1012480,safe
912423,safe
245024,safe
498088,safe
1126025,safe
844978,safe
1030210,safe
758031,safe
476388,safe
681392,safe
248125,safe
1204177,safe
1049471,safe
222436,safe
608256,unhealthy for sensitive groups
330964,safe
922858,unhealthy for sensitive groups
70562,safe
370519,safe
840891,safe
476764,safe
1130879,safe
487814,safe
257884,safe
904925,safe
143465,unhealthy for sensitive groups
124816,safe
152593,safe
879066,safe
152188,safe
1066630,safe
578935,safe
856130,safe
241918,safe
448213,unhealthy for sensitive groups
961967,safe
330985,safe
991374,safe
404860,safe
505101,safe
914936,safe
909261,safe
513579,safe
1001453,safe
31770,safe
1155106,safe
66566,safe
1203267,safe
694151,safe
224935,safe
835812,safe
661435,safe
333643,safe
665356,unhealthy for sensitive groups
48864,safe
194803,unhealthy for sensitive groups
685047,unhealthy for sensitive groups
763704,safe
1178354,safe
569543,safe
1098926,safe
561717,safe
13986,safe
75834,safe
695551,safe
1059587,safe
1012120,safe
1122134,safe
1049894,safe
379887,safe
504006,unhealthy for sensitive groups
909889,unhealthy for sensitive groups
1188074,safe
1034185,safe
313925,safe
1183535,safe
407656,safe
118497,safe
395282,safe
820979,safe
878857,safe
92725,safe
11178,safe
673835,safe
342978,safe
719954,safe
988755,safe
537886,safe
545898,safe
1111523,safe
1197659,safe
319397,safe
326494,safe
413223,safe
1104085,safe
18261,safe
1049928,safe
1150825,safe
516354,safe
1205703,safe
816485,safe
529699,safe
82721,safe
386562,unhealthy for sensitive groups
1140370,safe
1031148,safe
546060,safe
443468,safe
921551,safe
869635,safe
171638,safe
593924,unhealthy for sensitive groups
909099,safe
926141,safe
312924,safe
960090,safe
25182,unhealthy for sensitive groups
187265,safe
613581,safe
895247,safe
340369,safe
220469,safe
845260,safe
730968,safe
398143,safe
914345,safe
510474,safe
267537,safe
864164,safe
849011,safe
464406,safe
325896,safe
1200536,safe
971027,safe
690234,safe
757287,safe
950862,safe
418093,safe
520482,unhealthy for sensitive groups
750743,safe
2124,safe
83110,safe
140785,safe
554447,safe
362772,safe
445329,safe
684749,safe
1083175,safe
796508,safe
507703,safe
349948,unhealthy for sensitive groups
120301,safe
761728,safe
746725,safe
710668,safe
912576,safe
117304,safe
933533,safe
1086367,safe
703929,safe
1055678,safe
284000,safe
557085,safe
784955,unhealthy for sensitive groups
1170510,safe
555243,safe
594708,very unhealthy
909768,safe
1047833,unhealthy for sensitive groups
348079,safe
535751,safe
510592,safe
1015894,safe
1112285,safe
935970,safe
1023169,safe
1019299,safe
1185574,safe
907834,safe
819107,safe
1199267,safe
881343,unhealthy for sensitive groups
117377,safe
1204697,safe
502601,safe
200873,safe
157001,safe
27918,safe
537710,safe
161551,safe
578801,safe
780955,safe
1170749,safe
796803,safe
246796,safe
1142685,safe
959931,safe
330177,safe
1042322,unhealthy for sensitive groups
507038,safe
646059,safe
1170950,safe
844394,safe
558614,safe
260715,safe
80302,safe
1016765,unhealthy for sensitive groups
871112,safe
329370,safe
1126360,safe
231074,safe
1010964,safe
837654,safe
744790,safe
948379,safe
428284,safe
303747,safe
911707,unhealthy for sensitive groups
497526,safe
578359,safe
745924,unhealthy for sensitive groups
1063657,safe
864964,unhealthy for sensitive groups
1167926,safe
45213,safe
826384,safe
117599,safe
136116,unhealthy for sensitive groups
499482,safe
642491,safe
159725,safe
1057714,safe
140735,safe
251048,safe
351044,unhealthy for sensitive groups
1025850,safe
411322,safe
31671,safe
287940,safe
1028669,unhealthy for sensitive groups
86097,safe
246842,safe
1077095,safe
274783,safe
941511,safe
908260,safe
453311,safe
310527,safe
546654,safe
204922,safe
805831,safe
320382,safe
792642,safe
620001,safe
214261,safe
1123852,safe
215490,safe
11457,safe
69271,safe
613197,safe
256625,safe
910979,unhealthy for sensitive groups
246997,safe
134235,safe
1100731,safe
353814,safe
552712,safe
176896,safe
51802,safe
512723,safe
560747,safe
723428,safe
947642,safe
317211,safe
301992,safe
218281,safe
610673,safe
119288,safe
471323,safe
425408,unhealthy for sensitive groups
795449,safe
526098,safe
441311,unhealthy for sensitive groups
560657,safe
1149829,safe
333562,safe
558341,safe
651851,safe
1017196,safe
723019,safe
370404,safe
918627,safe
13842,safe
542100,safe
1148250,safe
745619,safe
25623,safe
913660,safe
929982,safe
605063,safe
820714,safe
233912,safe
516755,safe
446844,safe
245509,safe
911603,safe
798929,safe
380686,safe
1004221,unhealthy
436732,unhealthy for sensitive groups
553271,safe
1908,safe
1146746,safe
699444,safe
710080,unhealthy for sensitive groups
910776,safe
26388,safe
789677,safe
1196084,safe
610049,safe
334956,safe
1157217,safe
631478,safe
912223,safe
67849,safe
421348,safe
852970,safe
471185,safe
281661,safe
1203428,safe
689184,safe
1054371,safe
973522,safe
715257,safe
1198664,safe
797395,safe
575824,safe
673589,safe
86494,safe
794978,safe
299969,safe
1112218,safe
730089,safe
964513,safe
1186512,safe
1028526,safe
562853,safe
550610,safe
908347,safe
920764,unhealthy for sensitive groups
512832,safe
795781,safe
382515,safe
851853,safe
735198,unhealthy for sensitive groups
767083,safe
5580,safe
439859,safe
450534,safe
626947,safe
558305,safe
723799,safe
479859,safe
377943,safe
851065,safe
913151,safe
24741,safe
640247,safe
560473,safe
287730,safe
597061,safe
95953,safe
295709,safe
535691,safe
598819,safe
271101,safe
554055,safe
807866,safe
518210,safe
186860,safe
17352,safe
436840,unhealthy for sensitive groups
1080801,safe
178273,safe
498972,safe
493102,safe
247580,safe
1165337,safe
1159604,safe
1040379,safe
455116,safe
723624,safe
1006644,safe
444815,safe
462560,safe
1096815,safe
895145,safe
1084787,safe
342159,safe
86011,safe
73371,safe
232525,safe
341761,safe
695547,safe
650556,safe
234242,safe
8136,safe
959668,safe
1026520,safe
384719,safe
1075712,safe
983960,safe
10611,safe
1158465,safe
199561,safe
956876,unhealthy for sensitive groups
998586,safe
920210,safe
95338,unhealthy
1138858,unhealthy for sensitive groups
946247,unhealthy for sensitive groups
638386,safe
36513,safe
107322,safe
1032672,unhealthy for sensitive groups
141789,safe
218881,safe
1028995,unhealthy for sensitive groups
165797,safe
740891,safe
852212,safe
223898,safe
1084578,safe
705491,safe
401765,safe
1070644,safe
788001,unhealthy for sensitive groups
410866,safe
292529,safe
949585,safe
517758,safe
369968,safe
609771,safe
120941,safe
1166544,safe
862232,safe
707683,safe
484523,safe
914149,safe
907035,safe
384490,safe
1007343,unhealthy for sensitive groups
893452,safe
552318,safe
854345,unhealthy for sensitive groups
552921,safe
864980,safe
1169362,safe
1104190,safe
104731,safe
1193798,safe
992940,safe
906482,safe
983009,safe
68008,safe
979772,safe
87174,safe
95748,safe
1094064,safe
989664,safe
911987,safe
997824,safe
868488,safe
1064352,safe
787801,safe
285049,unhealthy for sensitive groups
1071180,safe
561667,safe
1136068,safe
154689,safe
957939,safe
908047,safe
926740,safe
819436,safe
594974,safe
1180369,safe
267865,safe
715616,safe
908742,safe
992036,safe
392750,safe
250396,safe
1071050,safe
786530,unhealthy for sensitive groups
889342,safe
366228,unhealthy
938675,safe
252908,safe
931967,safe
421498,safe
728428,safe
439691,safe
417446,safe
717842,unhealthy
1127629,safe
266546,safe
802610,safe
313151,safe
1121205,safe
1191177,safe
1187433,safe
10251,unhealthy
843220,safe
1206191,safe
899645,safe
955200,safe
896223,safe
795810,safe
1135532,safe
160314,safe
1197688,safe
850374,safe
1148020,safe
611695,safe
1003049,unhealthy
271439,safe
1107875,safe
1125426,safe
583755,safe
887871,safe
302176,safe
24336,safe
728921,safe
938147,safe
794161,safe
893502,safe
443569,safe
370552,safe
566947,safe
935070,safe
312084,unhealthy for sensitive groups
1078858,safe
1117598,safe
1082505,safe
475531,safe
522321,safe
215565,safe
286720,unhealthy for sensitive groups
128163,safe
188671,safe
38790,safe
832878,safe
461551,safe
562995,safe
1181885,safe
1013824,safe
771311,safe
494839,safe
336745,safe
776616,safe
764586,safe
1044867,safe
619434,safe
1152413,safe
908003,safe
165868,safe
995528,very unhealthy
310268,safe
207094,unhealthy
1143660,safe
103749,safe
1192449,safe
427502,unhealthy for sensitive groups
596717,unhealthy
891671,safe
195898,safe
436339,safe
95018,safe
1140805,safe
202623,safe
1040078,safe
972702,safe
1138104,safe
684920,safe
798203,safe
362512,very unhealthy
1047498,safe
870994,safe
389551,safe
1166820,safe
1154704,safe
251671,safe
868030,safe
21564,unhealthy for sensitive groups
1015165,safe
727377,safe
306148,safe
655246,safe
1082639,safe
1142857,safe
1152082,safe
729914,safe
853645,safe
404446,safe
1070242,safe
64000,unhealthy for sensitive groups
639854,unhealthy for sensitive groups
908953,safe
200853,safe
350977,unhealthy for sensitive groups
53389,unhealthy for sensitive groups
692488,safe
971161,safe
485323,safe
251320,safe
115978,safe
877890,safe
237730,safe
1147915,safe
482911,safe
69463,safe
867022,safe
641155,safe
59153,unhealthy for sensitive groups
119028,safe
645655,safe
408785,safe
878266,safe
992044,safe
592001,safe
803592,safe
828070,safe
1118549,safe
806040,safe
1194711,safe
626130,safe
23310,unhealthy for sensitive groups
1026281,safe
477337,safe
752873,safe
958240,safe
872508,safe
729113,safe
1143221,safe
647397,safe
1187404,unhealthy for sensitive groups
322829,safe
453077,safe
1008274,safe
338417,safe
496958,safe
287039,safe
312498,safe
876572,safe
504462,safe
687473,safe
620243,safe
831604,safe
444430,safe
71176,safe
199393,safe
805898,safe
972325,unhealthy for sensitive groups
620476,safe
854741,safe
604512,safe
183742,safe
884937,safe
768684,safe
744186,safe
909677,unhealthy for sensitive groups
384531,safe
470285,safe
1157527,safe
875893,safe
1070091,safe
202154,unhealthy for sensitive groups
1102665,safe
40880,safe
1127562,safe
944413,safe
528477,safe
81606,safe
1140738,safe
583739,safe
788690,safe
750999,safe
380332,safe
702345,safe
20952,safe
745403,safe
158174,safe
67000,safe
569743,safe
387431,safe
311908,unhealthy for sensitive groups
173046,safe
997196,unhealthy for sensitive groups
287726,safe
1031650,safe
873553,safe
21438,safe
1097958,unhealthy for sensitive groups
248556,safe
215690,safe
499825,safe
1146947,safe
20799,safe
554851,safe
447540,safe
984353,safe
727353,safe
432877,safe
6282,safe
722856,safe
912471,safe
1155341,safe
225834,safe
1197454,safe
427477,safe
230097,unhealthy for sensitive groups
314987,safe
462789,safe
540293,safe
102898,safe
669426,safe
773926,safe
675177,safe
465578,safe
428754,safe
977108,safe
1055640,safe
4266,safe
733009,safe
404923,safe
1102205,safe
1157384,safe
476142,safe
410908,safe
300612,safe
1066739,unhealthy for sensitive groups
538822,safe
269796,safe
735275,safe
80887,safe
401087,safe
909574,safe
552093,safe
592561,safe
900766,safe
7092,safe
837878,safe
792100,unhealthy for sensitive groups
211102,safe
48446,safe
89226,safe
37773,safe
116959,safe
523015,safe
932034,safe
868660,safe
220402,safe
526725,safe
434323,safe
684227,safe
1087146,safe
3591,safe
431513,safe
923226,safe
832212,safe
695918,safe
1206466,safe
814152,safe
878674,safe
547463,safe
262400,safe
453110,safe
140965,safe
984730,safe
1085290,safe
186864,safe
1086376,safe
1205584,safe
96683,safe
1187228,safe
504411,safe
781413,unhealthy for sensitive groups
1026344,safe
708466,safe
99446,safe
147823,safe
1016300,safe
29943,safe
903313,safe
982808,safe
628000,safe
11331,safe
1079063,safe
28989,safe
304512,very unhealthy
397353,safe
1160441,safe
952093,safe
1189108,safe
652556,safe
475052,safe
233845,unhealthy for sensitive groups
188257,safe
1189481,unhealthy
47631,safe
1036585,safe
279849,safe
691112,safe
492769,safe
705103,safe
914144,safe
333126,safe
99622,safe
120173,safe
803579,safe
412929,safe
977648,safe
147597,safe
439244,safe
859158,safe
645059,safe
111012,safe
627351,safe
552563,safe
775714,safe
1045350,safe
435553,safe
683811,safe
1115857,safe
891088,safe
31428,safe
959498,safe
680659,safe
605948,unhealthy for sensitive groups
274202,safe
1166351,safe
46853,safe
183549,safe
963742,safe
374491,safe
667716,safe
1194987,unhealthy
1030670,unhealthy for sensitive groups
614338,safe
85892,safe
408123,safe
908437,safe
622398,safe
284836,safe
1036761,safe
704912,safe
802028,unhealthy
1183401,safe
1036723,safe
265552,safe
181776,safe
1067803,safe
298502,safe
256914,safe
822183,safe
821314,safe
1166209,safe
692144,safe
710528,safe
499707,safe
211725,unhealthy for sensitive groups
127629,safe
253343,safe
798419,safe
38939,safe
423579,safe
539804,safe
126968,safe
516579,safe
499892,safe
390075,safe
993627,safe
567490,safe
758647,safe
817249,safe
839295,safe
134012,safe
387398,safe
811147,safe
1128178,safe
1011751,safe
241119,safe
122308,safe
1144465,safe
507323,safe
354872,safe
629720,safe
203563,safe
32427,safe
490438,safe
1081107,safe
606965,unhealthy for sensitive groups
594745,safe
831087,safe
913729,safe
823462,safe
994427,safe
301812,safe
110730,safe
562395,safe
640892,safe
973221,unhealthy for sensitive groups
733221,safe
1122310,safe
914781,safe
414550,safe
772958,safe
581656,safe
1204415,safe
1056566,safe
1195255,safe
228305,safe
187734,safe
100456,safe
998385,safe
975273,safe
543312,safe
241952,safe
1107804,safe
805130,safe
457098,unhealthy for sensitive groups
220031,safe
914038,safe
968266,safe
154259,safe
1172780,safe
10278,unhealthy for sensitive groups
466812,safe
217293,safe
420123,safe
963805,safe
652991,safe
811914,safe
130274,safe
18900,safe
666348,safe
711614,safe
699769,safe
6138,safe
11862,safe
428183,safe
272075,unhealthy for sensitive groups
1020417,unhealthy for sensitive groups
101595,safe
1205402,safe
966825,safe
481600,safe
1133631,safe
368510,safe
518368,safe
976773,safe
1072713,safe
1046719,safe
1069529,safe
164326,safe
244673,safe
56723,safe
943006,safe
144466,unhealthy
477133,safe
689097,safe
1134728,safe
38250,safe
912354,unhealthy for sensitive groups
727190,safe
210692,safe
477747,safe
231140,safe
678385,safe
832045,safe
902105,safe
69697,safe
627605,safe
1019165,safe
209206,safe
1099236,safe
214890,safe
873533,safe
709421,safe
32562,safe
91044,unhealthy for sensitive groups
478132,safe
518862,safe
727573,safe
174447,safe
185212,safe
1007695,safe
865344,safe
996466,safe
1090688,safe
798341,safe
991768,unhealthy for sensitive groups
698782,safe
932938,safe
1204508,safe
421310,safe
534980,safe
742556,safe
1180239,safe
858945,safe
186684,safe
565350,safe
942503,safe
554867,safe
1191110,safe
243853,safe
1186039,safe
915654,safe
746987,safe
595308,safe
358395,unhealthy for sensitive groups
285066,unhealthy
1011651,safe
1058188,safe
1009766,safe
1203219,safe
746587,safe
27981,safe
770086,safe
1206286,safe
1057903,safe
10575,safe
406422,safe
199487,safe
625943,safe
322193,safe
1117966,safe
468946,safe
618530,safe
164539,safe
745312,unhealthy for sensitive groups
874146,safe
321854,safe
357371,safe
844903,safe
27873,safe
1091861,safe
656519,safe
98298,unhealthy for sensitive groups
268820,safe
367139,safe
955506,safe
121292,safe
534579,safe
34254,unhealthy for sensitive groups
860212,safe
527034,safe
953454,safe
1201717,safe
407186,safe
329846,safe
588968,safe
583430,unhealthy for sensitive groups
83729,safe
1059520,safe
1203420,safe
352994,unhealthy for sensitive groups
1172684,safe
595823,safe
360750,safe
313092,safe
223773,safe
768746,safe
594932,safe
930024,safe
392766,safe
62468,safe
480801,safe
646655,safe
846306,safe
500993,safe
830629,safe
303313,unhealthy for sensitive groups
688693,safe
688706,safe
193340,safe
436398,safe
607951,safe
1115794,unhealthy for sensitive groups
11106,safe
258680,safe
432864,safe
22878,safe
216870,safe
495879,safe
136436,unhealthy
1037355,safe
137478,safe
506511,safe
705230,safe
1006966,safe
830429,safe
271230,safe
1032119,safe
454309,unhealthy for sensitive groups
590201,safe
159867,safe
912647,safe
325645,safe
536109,safe
153773,unhealthy for sensitive groups
23688,safe
332408,safe
1015023,safe
990448,safe
813548,unhealthy for sensitive groups
1164294,unhealthy for sensitive groups
522513,safe
957211,safe
915450,unhealthy for sensitive groups
1092154,safe
398119,safe
870060,safe
301014,safe
406161,safe
65123,unhealthy for sensitive groups
642792,safe
523019,safe
56619,safe
878548,safe
810422,safe
687893,safe
913741,safe
676018,safe
159617,safe
31545,safe
312047,unhealthy for sensitive groups
41524,safe
925044,unhealthy
884127,safe
61735,safe
932804,safe
1128877,safe
753127,safe
277871,safe
1140336,safe
696580,safe
280071,safe
819507,safe
1180641,safe
389513,safe
395069,safe
768802,safe
126350,safe
56828,safe
945355,safe
1015726,safe
1156647,safe
1128303,safe
139954,safe
418589,safe
773455,safe
57296,safe
815848,safe
741803,safe
758156,safe
425283,safe
1172018,safe
1040953,safe
730948,safe
904763,safe
174636,safe
1183133,safe
481211,safe
364598,unhealthy for sensitive groups
747183,unhealthy for sensitive groups
58082,unhealthy for sensitive groups
641653,safe
876172,safe
368176,safe
123501,safe
905343,safe
462223,unhealthy for sensitive groups
245062,safe
1182479,safe
593957,unhealthy for sensitive groups
728088,safe
483310,safe
129476,unhealthy for sensitive groups
184008,safe
742117,safe
23661,safe
408219,safe
393956,safe
1088721,safe
815579,safe
9000,safe
913349,safe
689854,safe
294173,safe
649397,safe
578171,safe
586716,safe
1163251,safe
532481,safe
107167,safe
882033,safe
614496,safe
1038939,safe
70525,safe
646111,safe
805902,safe
343815,safe
520107,unhealthy for sensitive groups
293779,safe
533196,unhealthy for sensitive groups
180840,safe
525344,safe
663002,unhealthy for sensitive groups
27783,safe
1106472,safe
1024325,safe
925341,safe
39904,safe
232853,safe
198402,safe
911543,safe
868684,safe
1125221,safe
129229,safe
295504,safe
816461,safe
14418,safe
66144,safe
595259,safe
926334,safe
343774,safe
435942,unhealthy
650022,safe
462388,safe
802421,safe
472262,safe
422180,safe
755413,safe
406081,safe
865492,unhealthy
806248,safe
859616,safe
774047,safe
7713,unhealthy
500456,safe
441938,unhealthy for sensitive groups
227637,safe
1083707,safe
213046,safe
692918,safe
577427,safe
1026319,safe
537592,safe
291231,safe
936850,safe
456940,safe
92306,safe
157253,safe
455239,safe
520307,safe
472122,safe
909647,safe
848040,unhealthy for sensitive groups
459391,very unhealthy
1012220,safe
539181,safe
325649,safe
961858,safe
412309,safe
207209,unhealthy for sensitive groups
849815,safe
254806,safe
118246,safe
1175012,safe
355469,safe
691548,safe
289277,safe
1126800,safe
983000,safe
904711,safe
233463,safe
915537,safe
1186910,safe
455606,safe
1204270,safe
31491,safe
1199602,safe
638504,safe
175931,safe
1131788,safe
450952,safe
537074,safe
369552,safe
962867,safe
30420,safe
323762,safe
569490,safe
724064,safe
960530,safe
1124015,safe
271494,safe
230105,safe
914151,safe
796819,safe
419074,safe
913665,safe
1042833,unhealthy for sensitive groups
1154696,safe
583405,safe
691839,safe
911383,safe
699644,safe
996374,safe
887566,safe
478739,safe
875968,safe
218493,safe
941368,safe
188675,safe
118189,safe
766218,safe
1185302,safe
924365,safe
750093,safe
844883,safe
605435,safe
146561,safe
714783,safe
437581,safe
