Report: TAMIS002 - Raw Data Report (JMP) for 01/01/2008 - 09/01/2020
User: dr.anne.warren@gmail.com, Run Date: 09/11/2020 12:20:47

"?" represents a missing value.
"SOC" stands for Sampler Occurrence Code.  It distinguishes between different samplers of the same type at a site at the same time. This is a user defined code that once assigned should not be changed.
"AQS Code" is a unique code for the site.  It is a combination of the state FIPS code, county FIPS code and the site EPA code.

For more information about terminology and column definitions visit https://www17.tceq.texas.gov/tamis/index.cfm?fuseaction=report.terms&rt=1802
For questions about AMCVs visit http://www.tceq.texas.gov/toxicology/AirToxics.html/#list

State	Region	County	City	AQS Code	Site Name	Latitude	Longitude	Year	Month	Day	Date	Start Hour	Start Minute	Start Time	Duration	Sampler Type	SOC	Aluminum Pm10 Stp (ug/m3 (25 C)) <82101>	TCEQ MRL	TCEQ MDL	AQS MDL	Quals	Antimony Pm10 Stp (ug/m3 (25 C)) <82102>	TCEQ MRL	TCEQ MDL	AQS MDL	Quals	Arsenic Pm10 Stp (ug/m3 (25 C)) <82103>	TCEQ MRL	TCEQ MDL	AQS MDL	Quals	Barium Pm10 Stp (ug/m3 (25 C)) <82107>	TCEQ MRL	TCEQ MDL	AQS MDL	Quals	Beryllium Pm10 Stp (ug/m3 (25 C)) <82105>	TCEQ MRL	TCEQ MDL	AQS MDL	Quals	Cadmium Pm10 Stp (ug/m3 (25 C)) <82110>	TCEQ MRL	TCEQ MDL	AQS MDL	Quals	Calcium Pm10 Stp (ug/m3 (25 C)) <82111>	TCEQ MRL	TCEQ MDL	AQS MDL	Quals	Chromium Pm10 Stp (ug/m3 (25 C)) <82112>	TCEQ MRL	TCEQ MDL	AQS MDL	Quals	Cobalt Pm10 Stp (ug/m3 (25 C)) <82113>	TCEQ MRL	TCEQ MDL	AQS MDL	Quals	Copper Pm10 Stp (ug/m3 (25 C)) <82114>	TCEQ MRL	TCEQ MDL	AQS MDL	Quals	Iron Pm10 Stp (ug/m3 (25 C)) <82126>	TCEQ MRL	TCEQ MDL	AQS MDL	Quals	Lead Pm10 Stp (ug/m3 (25 C)) <82128>	TCEQ MRL	TCEQ MDL	AQS MDL	Quals	Magnesium Pm10 Stp (ug/m3 (25 C)) <82140>	TCEQ MRL	TCEQ MDL	AQS MDL	Quals	Manganese Pm10 Stp (ug/m3 (25 C)) <82132>	TCEQ MRL	TCEQ MDL	AQS MDL	Quals	Molybdenum Pm10 Stp (ug/m3 (25 C)) <82134>	TCEQ MRL	TCEQ MDL	AQS MDL	Quals	Nickel Pm10 Stp (ug/m3 (25 C)) <82136>	TCEQ MRL	TCEQ MDL	AQS MDL	Quals	Pm10 - Lc (ug/m3 (LC)) <85101>	TCEQ MRL	TCEQ MDL	AQS MDL	Quals	Pm10 Total 0-10um Stp (ug/m3 (25 C)) <81102>	TCEQ MRL	TCEQ MDL	AQS MDL	Quals	Potassium Pm10 Stp (ug/m3 (25 C)) <82180>	TCEQ MRL	TCEQ MDL	AQS MDL	Quals	Selenium Pm10 Stp (ug/m3 (25 C)) <82154>	TCEQ MRL	TCEQ MDL	AQS MDL	Quals	Silver Pm10 Stp (ug/m3 (25 C)) <82166>	TCEQ MRL	TCEQ MDL	AQS MDL	Quals	Sodium Pm10 Stp (ug/m3 (25 C)) <82184>	TCEQ MRL	TCEQ MDL	AQS MDL	Quals	Thallium Pm10 Stp (ug/m3 (25 C)) <82173>	TCEQ MRL	TCEQ MDL	AQS MDL	Quals	Tin Pm10 Stp (ug/m3 (25 C)) <82160>	TCEQ MRL	TCEQ MDL	AQS MDL	Quals	Vanadium Pm10 Stp (ug/m3 (25 C)) <82164>	TCEQ MRL	TCEQ MDL	AQS MDL	Quals	Zinc Pm10 Stp (ug/m3 (25 C)) <82167>	TCEQ MRL	TCEQ MDL	AQS MDL	Quals
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2016	10	03	20161003	00	00	00:00	24 HOURS	"PM10 (FRM)"	0002	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					28			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2016	10	03	20161003	00	00	00:00	24 HOURS	"PM10 (Speciation)"	0001	.175			.014	EPA-CB	.00132			.017	EPA-SQ, EPA-CB	.0006			.022	EPA-MD, EPA-CB	.0447			.02	EPA-SQ, EPA-CB	.00002			.0006	EPA-MD, EPA-CB	.00024			.001	EPA-SQ, EPA-CB	2.4			.276	EPA-CB	.00119			.002	EPA-SQ, EPA-CB	0			.004	EPA-MD, EPA-CB	.0251			.001	EPA-CB	.427			.01	EPA-CB	.00266			.01	EPA-CB	.109			.028	EPA-CB	.0141			.001	EPA-CB	.00232			.002	EPA-CB	.00116			.004	EPA-SQ, EPA-CB	?					?					.193			.205	EPA-CB	0			.017	EPA-ND, EPA-CB	.00014			.01	EPA-SQ, EPA-CB	.241			1.769	EPA-SQ, EPA-CB	0			.028	EPA-ND, EPA-CB	.00027			.011	EPA-MD, EPA-CB	.00251			.001	EPA-CB	.0249			.0133	EPA-CB
TEXAS	HOUSTON	HARRIS	Houston	482010066	Houston Westhollow	29.723333	-95.635833	2016	10	03	20161003	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					26			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482010062	Houston Monroe	29.625556	-95.267222	2016	10	03	20161003	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					27			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482010047	Lang	29.834167	-95.489167	2016	10	03	20161003	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					23			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482010024	Houston Aldine	29.9010364	-95.3261373	2016	10	03	20161003	00	00	00:00	24 HOURS	"PM10 (FRM)"	0002	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					31			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2016	10	06	20161006	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					25			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2016	10	06	20161006	00	00	00:00	24 HOURS	"PM10 (Speciation)"	0001	.167			.014	EPA-CB	.00091			.017	EPA-MD, EPA-CB	.00184			.022	EPA-SQ, EPA-CB	.0166			.02	EPA-SQ, EPA-CB	.00003			.0006	EPA-MD, EPA-CB	.00008			.001	EPA-MD, EPA-CB	2.41			.276	EPA-CB	.00083			.002	EPA-SQ, EPA-CB	0			.004	EPA-ND, EPA-CB	.0262			.001	EPA-CB	.365			.01	EPA-CB	.00084			.01	EPA-SQ, EPA-CB	.307			.028	EPA-CB	.0154			.001	EPA-CB	.00183			.002	EPA-SQ, EPA-CB	.00082			.004	EPA-SQ, EPA-CB	?					?					.142			.205	EPA-CB	.00106			.017	EPA-MD, EPA-CB	.0001			.01	EPA-MD, EPA-CB	2.04			1.769	EPA-CB	.00026			.028	EPA-MD, EPA-CB	.00199			.011	EPA-SQ, EPA-CB	.00094			.001	EPA-SQ, EPA-CB	.0142			.0133	EPA-CB
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2016	10	09	20161009	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					24			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2016	10	09	20161009	00	00	00:00	24 HOURS	"PM10 (FRM)"	0002	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					23			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2016	10	09	20161009	00	00	00:00	24 HOURS	"PM10 (Speciation)"	0001	.143			.014	EPA-CB	.00319			.017	EPA-SQ, EPA-CB	.00314			.022	EPA-SQ, EPA-CB	.00883			.02	EPA-SQ, EPA-CB	.00003			.0006	EPA-MD, EPA-CB	.0002			.001	EPA-SQ, EPA-CB	1.16			.276	EPA-CB	.00049			.002	EPA-SQ, EPA-CB	0			.004	EPA-ND, EPA-CB	.032			.001	EPA-CB	.292			.01	EPA-CB	.00231			.01	EPA-CB	.0878			.028	EPA-CB	.0127			.001	EPA-CB	.00034			.002	EPA-SQ, EPA-CB	.00006			.004	EPA-MD, EPA-CB	?					?					.172			.205	EPA-CB	0			.017	EPA-ND, EPA-CB	.00019			.01	EPA-SQ, EPA-CB	.0733			1.769	EPA-SQ, EPA-CB	0			.028	EPA-ND, EPA-CB	.0072			.011	EPA-CB	.0006			.001	EPA-SQ, EPA-CB	.0135			.0133	EPA-CB
TEXAS	HOUSTON	HARRIS	Houston	482010066	Houston Westhollow	29.723333	-95.635833	2016	10	09	20161009	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					20			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482010062	Houston Monroe	29.625556	-95.267222	2016	10	09	20161009	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					23			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482010047	Lang	29.834167	-95.489167	2016	10	09	20161009	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					23			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482010024	Houston Aldine	29.9010364	-95.3261373	2016	10	09	20161009	00	00	00:00	24 HOURS	"PM10 (FRM)"	0002	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					22			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2016	10	12	20161012	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					33			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2016	10	12	20161012	00	00	00:00	24 HOURS	"PM10 (Speciation)"	0001	.208			.014	EPA-CB	.00109			.017	EPA-MD, EPA-CB	.00125			.022	EPA-MD, EPA-CB	.0137			.02	EPA-SQ, EPA-CB	.00002			.0006	EPA-MD, EPA-CB	.0001			.001	EPA-MD, EPA-CB	4.23			.276	EPA-CB	.00151			.002	EPA-SQ, EPA-CB	0			.004	EPA-ND, EPA-CB	.0305			.001	EPA-CB	.616			.01	EPA-CB	.00133			.01	EPA-SQ, EPA-CB	.442			.028	EPA-CB	.0469			.001	EPA-CB	.00088			.002	EPA-SQ, EPA-CB	.00071			.004	EPA-SQ, EPA-CB	?					?					.171			.205	EPA-CB	0			.017	EPA-ND, EPA-CB	.0001			.01	EPA-MD, EPA-CB	2.93			1.769	EPA-CB	0			.028	EPA-MD, EPA-CB	.0007			.011	EPA-MD, EPA-CB	.00139			.001	EPA-CB	.017			.0133	EPA-CB
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2016	10	15	20161015	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					0			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2016	10	15	20161015	00	00	00:00	24 HOURS	"PM10 (FRM)"	0002	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					18			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482010066	Houston Westhollow	29.723333	-95.635833	2016	10	15	20161015	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					11			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482010062	Houston Monroe	29.625556	-95.267222	2016	10	15	20161015	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					17			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482010047	Lang	29.834167	-95.489167	2016	10	15	20161015	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					21			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482010024	Houston Aldine	29.9010364	-95.3261373	2016	10	15	20161015	00	00	00:00	24 HOURS	"PM10 (FRM)"	0002	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					17			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2016	10	18	20161018	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					52			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2016	10	18	20161018	00	00	00:00	24 HOURS	"PM10 (Speciation)"	0001	.451			.014	EPA-CB	.00172			.017	EPA-SQ, EPA-CB	0			.022	EPA-ND, EPA-CB	.0407			.02	EPA-SQ, EPA-CB	.00004			.0006	EPA-MD, EPA-CB	.00019			.001	EPA-MD, EPA-CB	8.21			.276	EPA-CB	.00623			.002	EPA-CB	0			.004	EPA-ND, EPA-CB	.0241			.001	EPA-CB	1.01			.01	EPA-CB	.00878			.01	EPA-CB	.388			.028	EPA-CB	.0517			.001	EPA-CB	.001			.002	EPA-SQ, EPA-CB	.00208			.004	EPA-SQ, EPA-CB	?					?					.14			.205	EPA-CB	0			.017	EPA-ND, EPA-CB	.00011			.01	EPA-MD, EPA-CB	1.89			1.769	EPA-CB	0			.028	EPA-ND, EPA-CB	0			.011	EPA-ND, EPA-CB	.00316			.001	EPA-CB	.0429			.0133	EPA-CB
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2016	10	21	20161021	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					20			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2016	10	21	20161021	00	00	00:00	24 HOURS	"PM10 (FRM)"	0002	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					17			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2016	10	21	20161021	00	00	00:00	24 HOURS	"PM10 (Speciation)"	0001	.0995			.014	EPA-CB	.00189			.017	EPA-MD, EPA-CB	.00255			.022	EPA-SQ, EPA-CB	.0136			.02	EPA-SQ, EPA-CB	.00002			.0006	EPA-MD, EPA-CB	.00018			.001	EPA-SQ, EPA-CB	1.55			.276	EPA-CB	.00247			.002	EPA-SQ, EPA-CB	.00029			.004	EPA-MD, EPA-CB	.0483			.001	EPA-CB	.33			.01	EPA-CB	.00376			.01	EPA-CB	.0975			.028	EPA-CB	.0105			.001	EPA-CB	.00223			.002	EPA-CB	.00244			.004	EPA-CB	?					?					.12			.205	EPA-CB	.00216			.017	EPA-MD, EPA-CB	0			.01	EPA-ND, EPA-CB	.376			1.769	EPA-SQ, EPA-CB	0			.028	EPA-ND, EPA-CB	.0209			.011	EPA-CB	.0005			.001	EPA-SQ, EPA-CB	.167			.0133	EPA-CB
TEXAS	HOUSTON	HARRIS	Houston	482010066	Houston Westhollow	29.723333	-95.635833	2016	10	21	20161021	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					16			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482010062	Houston Monroe	29.625556	-95.267222	2016	10	21	20161021	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					20			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482010047	Lang	29.834167	-95.489167	2016	10	21	20161021	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					23			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482010024	Houston Aldine	29.9010364	-95.3261373	2016	10	21	20161021	00	00	00:00	24 HOURS	"PM10 (FRM)"	0002	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					15			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2016	10	24	20161024	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					21			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2016	10	24	20161024	00	00	00:00	24 HOURS	"PM10 (Speciation)"	0001	.147			.014	EPA-CB	.0022			.017	EPA-SQ, EPA-CB	.00055			.022	EPA-MD, EPA-CB	.0608			.02	EPA-CB	.00002			.0006	EPA-MD, EPA-CB	.00009			.001	EPA-MD, EPA-CB	2.43			.276	EPA-CB	.00174			.002	EPA-SQ, EPA-CB	0			.004	EPA-ND, EPA-CB	.0677			.001	EPA-CB	.356			.01	EPA-CB	.00112			.01	EPA-SQ, EPA-CB	.162			.028	EPA-CB	.0123			.001	EPA-CB	.00375			.002	EPA-CB	.0007			.004	EPA-SQ, EPA-CB	?					?					.0829			.205	EPA-SQ, EPA-CB	.00028			.017	EPA-MD, EPA-CB	.00016			.01	EPA-SQ, EPA-CB	.591			1.769	EPA-SQ, EPA-CB	0			.028	EPA-ND, EPA-CB	.00147			.011	EPA-SQ, EPA-CB	.00132			.001	EPA-CB	.02			.0133	EPA-CB
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2016	10	27	20161027	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					21			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2016	10	27	20161027	00	00	00:00	24 HOURS	"PM10 (FRM)"	0002	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					14			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2016	10	27	20161027	00	00	00:00	24 HOURS	"PM10 (Speciation)"	0001	.14			.014	EPA-CB	.00191			.017	EPA-SQ, EPA-CB	.00146			.022	EPA-SQ, EPA-CB	.0305			.02	EPA-SQ, EPA-CB	.00002			.0006	EPA-MD, EPA-CB	.00014			.001	EPA-SQ, EPA-CB	2.05			.276	EPA-CB	.00126			.002	EPA-SQ, EPA-CB	0			.004	EPA-ND, EPA-CB	.0401			.001	EPA-CB	.387			.01	EPA-CB	.00223			.01	EPA-SQ, EPA-CB	.146			.028	EPA-CB	.0106			.001	EPA-CB	.00351			.002	EPA-CB	0			.004	EPA-ND, EPA-CB	?					?					.105			.205	EPA-SQ, EPA-CB	.00102			.017	EPA-MD, EPA-CB	.00016			.01	EPA-SQ, EPA-CB	.51			1.769	EPA-SQ, EPA-CB	0			.028	EPA-ND, EPA-CB	.00417			.011	EPA-CB	.0014			.001	EPA-CB	.0713			.0133	EPA-CB
TEXAS	HOUSTON	HARRIS	Houston	482010066	Houston Westhollow	29.723333	-95.635833	2016	10	27	20161027	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					17			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482010062	Houston Monroe	29.625556	-95.267222	2016	10	27	20161027	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					23			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482010047	Lang	29.834167	-95.489167	2016	10	27	20161027	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					34			4	EPA-5	?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482010024	Houston Aldine	29.9010364	-95.3261373	2016	10	27	20161027	00	00	00:00	24 HOURS	"PM10 (FRM)"	0002	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					21			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2016	10	30	20161030	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					16			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2016	10	30	20161030	00	00	00:00	24 HOURS	"PM10 (Speciation)"	0001	.108			.014	EPA-CB	.00201			.017	EPA-SQ, EPA-CB	.00129			.022	EPA-MD, EPA-CB	.0199			.02	EPA-SQ, EPA-CB	.00002			.0006	EPA-MD, EPA-CB	.00012			.001	EPA-SQ, EPA-CB	.889			.276	EPA-CB	.00072			.002	EPA-SQ, EPA-CB	0			.004	EPA-ND, EPA-CB	.0424			.001	EPA-CB	.205			.01	EPA-SQ, EPA-CB	.00109			.01	EPA-SQ, EPA-CB	.152			.028	EPA-CB	.00517			.001	EPA-CB	.00334			.002	EPA-CB	0			.004	EPA-ND, EPA-CB	?					?					.109			.205	EPA-SQ, EPA-CB	0			.017	EPA-ND, EPA-CB	.00014			.01	EPA-SQ, EPA-CB	.848			1.769	EPA-SQ, EPA-CB	0			.028	EPA-ND, EPA-CB	.00468			.011	EPA-CB	.00088			.001	EPA-SQ, EPA-CB	.0138			.0133	EPA-CB
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2016	11	02	20161102	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					32			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2016	11	02	20161102	00	00	00:00	24 HOURS	"PM10 (FRM)"	0002	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					29			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2016	11	02	20161102	00	00	00:00	24 HOURS	"PM10 (Speciation)"	0001	.175			.014	EPA-CB	.00144			.017	EPA-MD, EPA-CB	.00159			.022	EPA-MD, EPA-CB	.0462			.02	EPA-SQ, EPA-CB	.00003			.0006	EPA-MD, EPA-CB	.00009			.001	EPA-SQ, EPA-CB	3.75			.276	EPA-CB	.00506			.002	EPA-SQ, EPA-CB	.00047			.004	EPA-SQ, EPA-CB	.0632			.001	EPA-CB	.519			.01	EPA-CB	.00205			.01	EPA-MD, EPA-CB	.47			.028	EPA-CB	.0273			.001	EPA-CB	.00432			.002	EPA-CB	.00409			.004	EPA-CB	?					?					.176			.205	EPA-CB	.00553			.017	EPA-SQ, EPA-CB	.00002			.01	EPA-MD, EPA-CB	3.29			1.769	EPA-CB	.00052			.028	EPA-MD, EPA-CB	0			.011	EPA-ND, EPA-CB	.00187			.001	EPA-CB	.0217			.0133	EPA-CB
TEXAS	HOUSTON	HARRIS	Houston	482010066	Houston Westhollow	29.723333	-95.635833	2016	11	02	20161102	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					16			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482010062	Houston Monroe	29.625556	-95.267222	2016	11	02	20161102	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					24			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482010047	Lang	29.834167	-95.489167	2016	11	02	20161102	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					25			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482010024	Houston Aldine	29.9010364	-95.3261373	2016	11	02	20161102	00	00	00:00	24 HOURS	"PM10 (FRM)"	0002	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					22			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2016	11	05	20161105	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					28			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2016	11	05	20161105	00	00	00:00	24 HOURS	"PM10 (Speciation)"	0001	.218			.014	EPA-CB	.0013			.017	EPA-SQ, EPA-CB	.00167			.022	EPA-SQ, EPA-CB	.0406			.02	EPA-SQ, EPA-CB	.00002			.0006	EPA-MD, EPA-CB	.00016			.001	EPA-SQ, EPA-CB	1.95			.276	EPA-CB	.00142			.002	EPA-SQ, EPA-CB	0			.004	EPA-ND, EPA-CB	.0565			.001	EPA-CB	.452			.01	EPA-CB	.00334			.01	EPA-CB	.125			.028	EPA-CB	.0129			.001	EPA-CB	.00322			.002	EPA-CB	0			.004	EPA-ND, EPA-CB	?					?					.168			.205	EPA-CB	.0013			.017	EPA-MD, EPA-CB	.00011			.01	EPA-MD, EPA-CB	.248			1.769	EPA-SQ, EPA-CB	0			.028	EPA-ND, EPA-CB	.00129			.011	EPA-MD, EPA-CB	.0015			.001	EPA-CB	.0325			.0133	EPA-CB
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2016	11	08	20161108	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					13			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2016	11	08	20161108	00	00	00:00	24 HOURS	"PM10 (FRM)"	0002	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					12			4		?					?					?					?					?					?					?					?				
