"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT10","WT10_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT15","WT15_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT21","WT21_ATTRIBUTES"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2011-09-02","12.75",",,W"," 1914",",,X"," 1931",",,W","0.00",",,X,2400",,,,,,,"98",",,X","79",",,X","   70",",,X","   80",",,X","21.0",",,X","28.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2011-09-03","18.79",",,W"," 1830",",,X"," 1840",",,W","0.06",",,X,2400",,,,,,,"95",",,X","75",",,X","  360",",,X","   10",",,X","34.9",",,X","42.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2011-09-04","18.57",",,W"," 1525",",,X"," 1533",",,W","0.01",",,X,2400",,,,,,,"89",",,X","75",",,X","  350",",,X","  350",",,X","40.0",",,X","47.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2011-09-05","13.65",",,W"," 1416",",,X"," 1245",",,W","0.00",",,X,2400",,,,,,,"94",",,X","72",",,X","  350",",,X","  340",",,X","25.1",",,X","33.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2011-09-06","4.70",",,W"," 1357",",,X"," 1106",",,W","0.00",",,X,2400",,,,,,,"91",",,X","63",",,X","  350",",,X","   40",",,X","14.1",",,X","21.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2011-09-07","4.47",",,W"," 1441",",,X"," 1440",",,W","0.00",",,X,2400",,,,,,,"91",",,X","64",",,X","   50",",,X","   50",",,X","17.0",",,X","21.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2011-09-08","4.47",",,W"," 1616",",,X"," 1618",",,W","0.00",",,X,2400",,,,,,,"92",",,X","65",",,X","  150",",,X","  150",",,X","13.0",",,X","17.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2011-09-09","4.92",",,W"," 1524",",,X"," 1523",",,W","0.00",",,X,2400",,,,,,,"94",",,X","64",",,X","  170",",,X","  160",",,X","19.9",",,X","25.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2011-09-10","4.92",",,W"," 1547",",,X"," 1622",",,W","0.00",",,X,2400",,,,,,,"97",",,X","68",",,X","  130",",,X","  140",",,X","19.9",",,X","23.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2011-09-11","5.14",",,W"," 1624",",,X"," 1623",",,W","0.00",",,X,2400",,,,,,,"97",",,X","69",",,X","  160",",,X","  150",",,X","21.0",",,X","25.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2011-09-12","6.04",",,W"," 1639",",,X"," 1719",",,W","0.00",",,X,2400",,,,,,,"99",",,X","70",",,X","  180",",,X","  170",",,X","16.1",",,X","21.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2011-09-13","6.93",",,W"," 1559",",,X"," 1558",",,W","0.00",",,X,2400",,,,,,,"101",",,X","76",",,X","  170",",,X","  170",",,X","21.0",",,X","29.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2011-09-14","7.61",",,W"," 1658",",,X"," 1657",",,W","0.00",",,X,2400",,,,,,,"98",",,X","75",",,X","  160",",,X","  150",",,X","19.9",",,X","25.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2011-09-15","6.93",",,W"," 2302",",,X"," 2301",",,W","0.00",",,X,2400",,,,,,,"95",",,X","75",",,X","   80",",,X","   80",",,X","16.1",",,X","23.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2011-09-16","9.40",",,W"," 1735",",,X"," 1633",",,W","0.00",",,X,2400",,,,,,,"90",",,X","71",",,X","  120",",,X","  110",",,X","15.0",",,X","21.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2011-09-17","4.92",",,W"," 1052",",,X"," 1051",",,W","0.02",",,X,2400",,,,,,,"90",",,X","76",",,X","  120",",,X","  110",",,X","15.0",",,X","21.0",",,X",,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2011-09-18","4.92",",,W"," 1454",",,X"," 0805",",,W","0.88",",,X,2400",,,,,,,"89",",,X","73",",,X","  290",",,X","  220",",,X","14.1",",,X","17.9",",,X","    1",",,W",,,"    1",",,X",,,,,,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,X",,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2011-09-19","3.80",",,W"," 0354",",,X"," 0352",",,W","0.61",",,Z,2400",,,,,,,"87",",,X","67",",,X","  360",",,X","  360",",,X","38.9",",,X","47.0",",,X","    1",",,W",,,"    1",",,X",,,,,,,,,,,,,,,"    1",",,X","    1",",,X",,,,,"    1",",,X",,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2011-09-20","3.36",",,W"," 1654",",,X"," 1610",",,W","0.00",",,X,2400",,,,,,,"91",",,X","70",",,X","  150",",,X","  140",",,X","14.1",",,X","19.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2011-09-21","2.91",",,W"," 1750",",,X"," 1502",",,W","0.00",",,X,2400",,,,,,,"92",",,X","72",",,X","  120",",,X","   80",",,X","13.0",",,X","19.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2011-09-22","3.58",",,W"," 1551",",,X"," 1545",",,W","0.00",",,X,2400",,,,,,,"93",",,X","72",",,X","   60",",,X","   40",",,X","10.1",",,X","14.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2011-09-23","8.05",",,W"," 0313",",,X"," 1622",",,W","0.00",",,X,2400",,,,,,,"92",",,X","71",",,X","  360",",,X","  270",",,X","16.1",",,X","19.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2011-09-24","5.59",",,W"," 1610",",,X"," 1610",",,W","0.00",",,Z,2400",,,,,,,"94",",,X","70",",,X","  140",",,X","  130",",,X","16.1",",,X","19.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2011-09-25","10.96",",,W"," 1204",",,X"," 1203",",,W","0.00",",,X,2400",,,,,,,"96",",,X","76",",,X","  190",",,X","  180",",,X","21.0",",,X","29.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2011-09-26","8.05",",,W"," 0856",",,X"," 0920",",,W","0.00",",,X,2400",,,,,,,"96",",,X","77",",,X","  200",",,X","  170",",,X","17.0",",,X","23.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2011-09-27","7.61",",,W"," 1906",",,X"," 1858",",,W","0.00","T,,X,2400",,,,,,,"96",",,X","74",",,X","  260",",,X","  250",",,X","17.0",",,X","23.9",",,X",,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2011-09-28","5.82",",,W"," 1032",",,X"," 1335",",,W","0.00",",,X,2400",,,,,,,"96",",,X","76",",,X","  270",",,X","  260",",,X","16.1",",,X","23.0",",,X","    1",",,W",,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2011-09-29","6.49",",,W"," 1616",",,X"," 1615",",,W","0.08",",,X,2400",,,,,,,"96",",,X","70",",,X","  350",",,X","  340",",,X","31.1",",,X","38.0",",,X",,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2011-09-30","6.49",",,W"," 1059",",,X"," 1109",",,W","0.00",",,X,2400",,,,,,,"90",",,X","68",",,X","   60",",,X","   70",",,X","19.9",",,X","23.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2011-10-01","6.93",",,W",,,,,"0.00",",,X,2400",,,,,,,"84",",,X","62",",,X","   60",",,X","   50",",,X","17.0",",,X","23.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2011-10-02","5.14",",,W",,,,,"0.00",",,X,2400",,,,,,,"85",",,X","59",",,X","   50",",,X","   20",",,X","13.0",",,X","17.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2011-10-03","4.70",",,W",,,,,"0.00",",,X,2400",,,,,,,"84",",,X","60",",,X","  120",",,X","   90",",,X","14.1",",,X","21.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2011-10-04","4.25",",,W",,,,,"0.00",",,X,2400",,,,,,,"84",",,X","59",",,X","   90",",,X","  110",",,X","13.0",",,X","19.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2011-10-05","6.49",",,W",,,,,"0.00",",,X,2400",,,,,,,"85",",,X","60",",,X","   90",",,X","  110",",,X","16.1",",,X","23.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2011-10-06","10.74",",,W",,,,,"0.00",",,X,2400",,,,,,,"88",",,X","70",",,X","  120",",,X","  100",",,X","21.9",",,X","30.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2011-10-07","10.51",",,W",,,,,"0.00","T,,X,2400",,,,,,,"86",",,X","76",",,X","  110",",,X","  100",",,X","19.9",",,X","28.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2011-10-08","11.86",",,W",,,,,"0.08",",,X,2400",,,,,,,"86",",,X","75",",,X","  110",",,X","  110",",,X","21.0",",,X","28.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2011-10-09","8.95",",,W",,,,,"5.11",",,X,2400",,,,,,,"78",",,X","67",",,X","  110",",,W","  290",",,Z","17.9",",,Z","30.0",",,Z",,,,,"    1",",,X",,,,,,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,X",,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2011-10-10","4.92",",,W",,,,,"0.00","T,,X,2400",,,,,,,"86",",,X","68",",,X","   50",",,X","   70",",,X","13.0",",,X","16.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2011-10-11","3.13",",,W",,,,,"0.00",",,X,2400",,,,,,,"87",",,X","68",",,X","  180",",,X","  190",",,X","12.1",",,X","15.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2011-10-12","4.03",",,W",,,,,"0.00",",,X,2400",,,,,,,"87",",,X","67",",,X","  160",",,X","  160",",,X","15.0",",,X","19.9",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2011-10-13","8.72",",,W",,,,,"0.02",",,X,2400",,,,,,,"86",",,X","66",",,X","  340",",,X","  340",",,X","19.9",",,X","23.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2011-10-14","4.70",",,W",,,,,"0.00",",,X,2400",,,,,,,"85",",,X","60",",,X","  130",",,X","  120",",,X","12.1",",,X","16.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2011-10-15","3.58",",,W",,,,,"0.00",",,X,2400",,,,,,,"84",",,X","62",",,X","  130",",,X","   90",",,X","12.1",",,X","16.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2011-10-16","4.92",",,W",,,,,"0.00",",,X,2400",,,,,,,"86",",,X","64",",,X","  110",",,X","  150",",,X","14.1",",,X","23.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2011-10-17","5.82",",,W",,,,,"0.00",",,X,2400",,,,,,,"88",",,X","66",",,X","  150",",,X","  150",",,X","16.1",",,X","21.0",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,"    1",",,X"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2011-10-18","15.88",",,W",,,,,"0.00",",,X,2400",,,,,,,"74",",,X","59",",,X","  350",",,X","  330",",,X","31.1",",,X","40.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2011-10-19","11.63",",,W",,,,,"0.00",",,X,2400",,,,,,,"73",",,X","55",",,X","  350",",,X","  360",",,X","25.1",",,X","33.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2011-10-20","4.03",",,W",,,,,"0.00",",,X,2400",,,,,,,"78",",,X","48",",,X","  120",",,X","  120",",,X","14.1",",,X","17.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2011-10-21","7.38",",,W",,,,,"0.00",",,X,2400",,,,,,,"84",",,X","62",",,X","  160",",,X","  160",",,X","16.1",",,X","23.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2011-10-22","7.38",",,W",,,,,"0.00",",,X,2400",,,,,,,"83",",,X","63",",,X","  160",",,X","  170",",,X","16.1",",,X","23.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2011-10-23","5.37",",,W",,,,,"0.03",",,X,2400",,,,,,,"85",",,X","64",",,X","  220",",,X","  220",",,X","17.0",",,X","21.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2011-10-24","4.25",",,W",,,,,"0.00",",,X,2400",,,,,,,"87",",,X","66",",,X","  160",",,X","  270",",,X","14.1",",,X","25.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2011-10-25","6.49",",,W",,,,,"0.00",",,X,2400",,,,,,,"85",",,X","69",",,X","  170",",,X","  160",",,X","15.0",",,X","19.9",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2011-10-26","8.05",",,W",,,,,"0.00",",,X,2400",,,,,,,"86",",,X","68",",,X","  160",",,X","  180",",,X","14.1",",,X","23.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2011-10-27","8.50",",,W",,,,,"0.18",",,X,2400",,,,,,,"87",",,X","59",",,X","  330",",,X","  340",",,X","25.1",",,X","32.0",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,X",,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2011-10-28","14.32",",,W",,,,,"0.00",",,Z,2400",,,,,,,"61",",,X","52",",,X","  350",",,X","  340",",,X","25.1",",,X","31.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2011-10-29","3.58",",,W",,,,,"0.00",",,X,2400",,,,,,,"69",",,X","46",",,X","   50",",,X","  270",",,X","13.0",",,X","21.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2011-10-30","2.91",",,W",,,,,"0.00",",,X,2400",,,,,,,"72",",,X","48",",,X","   50",",,X","  120",",,X","10.1",",,X","13.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2011-10-31","3.13",",,W",,,,,"0.00",",,X,2400",,,,,,,"76",",,X","51",",,X","  150",",,X","  330",",,X","10.1",",,X","17.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2011-11-01","6.26",",,W"," 9999",",X,X",,,"0.00",",,X,2400",,,,,,,"77",",,X","53",",,X","  150",",,X","  170",",,X","15.0",",,X","21.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2011-11-02","7.83",",,W"," 9999",",X,X",,,"0.00",",,X,2400",,,,,,,"84",",,X","65",",,X","  150",",,X","  150",",,X","19.9",",,X","23.9",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2011-11-03","15.88",",,W"," 9999",",X,X",,,"0.04",",,X,2400",,,,,,,"72",",,X","48",",,X","  320",",,X","  220",",,X","30.0",",,X","36.0",",,X","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2011-11-04","4.03",",,W"," 9999",",X,X",,,"0.00",",,X,2400",,,,,,,"67",",,X","41",",,X","   50",",,X","   30",",,X","10.1",",,X","13.0",",,X",,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2011-11-05","7.61",",,W"," 9999",",X,X",,,"0.00",",,X,2400",,,,,,,"73",",,X","44",",,X","  120",",,X","  120",",,X","17.0",",,X","21.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2011-11-06","8.05",",,W"," 9999",",X,X",,,"0.00",",,X,2400",,,,,,,"80",",,X","68",",,X","  110",",,X","  100",",,X","15.0",",,X","21.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2011-11-07","8.95",",,W"," 9999",",X,X",,,"0.00",",,X,2400",,,,,,,"80",",,X","68",",,X","  140",",,X","  140",",,X","19.9",",,X","25.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2011-11-08","10.51",",,W"," 9999",",X,X",,,"0.53",",,X,2400",,,,,,,"82",",,X","70",",,X","  340",",,X","  160",",,X","21.9",",,X","32.0",",,X",,,,,"    1",",,X",,,,,,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,X",,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2011-11-09","14.76",",,W"," 9999",",X,X",,,"0.01",",,X,2400",,,,,,,"71",",,X","56",",,X","  360",",,X","   10",",,X","25.9",",,X","31.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2011-11-10","10.07",",,W"," 9999",",X,X",,,"0.00",",,X,2400",,,,,,,"67",",,X","45",",,X","   10",",,X","   10",",,X","19.9",",,X","29.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2011-11-11","5.37",",,W"," 9999",",X,X",,,"0.00",",,X,2400",,,,,,,"69",",,X","40",",,X","  180",",,X","  210",",,X","14.1",",,X","19.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2011-11-12","8.50",",,W"," 9999",",X,X",,,"0.00",",,X,2400",,,,,,,"77",",,X","53",",,X","  160",",,X","  160",",,X","21.0",",,X","29.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2011-11-13","8.72",",,W"," 9999",",X,X",,,"0.11",",,X,2400",,,,,,,"83",",,X","65",",,X","  190",",,X","  200",",,X","17.9",",,X","25.1",",,X","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2011-11-14","8.50",",,W"," 9999",",X,X",,,"0.00",",,X,2400",,,,,,,"81",",,X","69",",,X","  160",",,X","  150",",,X","19.9",",,X","25.9",",,X","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2011-11-15","8.05",",,W"," 9999",",X,X",,,"0.51",",,X,2400",,,,,,,"82",",,X","66",",,X","  200",",,X","  190",",,X","17.9",",,X","30.0",",,X",,,,,"    1",",,X",,,,,,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,X",,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2011-11-16","8.72",",,W"," 9999",",X,X",,,"0.00",",,X,2400",,,,,,,"84",",,X","62",",,X","  350",",,X","  300",",,X","19.9",",,X","28.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
