X,Y,OBJECTID_1,OBJECTID,ID,DIST_NM,CNTY_NM,T_FLAG,AADT_2019,AADT_2018,AADT_2017,AADT_2016,AADT_2015,AADT_2014,AADT_2013,AADT_2012,AADT_2011,AADT_2010,AADT_2009,AADT_2008,AADT_2007,AADT_2006,AADT_2005,AADT_2004,AADT_2003,AADT_2002,AADT_2001,AADT_2000,ZLEVEL
-95.093193,29.443506,21879,21879,181601,Houston,Galveston,85H48B,19648,19648,19250,18675,17531,14237,13492,12700,13400,11300,12200,13700,14100,14500,13820,13600,13100,13900,14600,12800,11
-95.094788,29.4632,21880,21880,181609,Houston,Galveston,85H48C,26698,26698,26412,24425,25547,19043,17647,18000,18500,22000,20000,18200,18500,18000,16380,15600,16200,14300,18600,12200,12
-95.101562,29.482155,21881,21881,181617,Houston,Galveston,85H59,137793,119062,124758,121478,121791,115172,115325,118000,118000,110000,109000,104000,107000,95670,100670,98000,100000,105000,98000,94000,13
-95.103531,29.490421,21882,21882,181625,Houston,Galveston,85H59A,30000,29562,31115,26620,26356,26356,25125,25000,23000,18900,13600,13700,14200,13600,11410,9800,7500,1250,0,0,11
-95.089455,29.375557,21883,21883,181633,Houston,Galveston,85H40,10372,10372,11063,10770,10756,9054,7994,8800,9000,10300,9900,9600,10500,11900,11170,10400,9700,9500,11200,10100,11
-95.081703,29.369293,21884,21884,181641,Houston,Galveston,85H38,6660,7571,7134,7398,7019,5667,6663,6400,6300,3200,6400,6500,7000,7000,9130,6700,6400,6500,7300,6700,12
-95.09211,29.392385,21885,21885,181649,Houston,Galveston,85H46,13281,13281,13055,13054,12909,10918,6732,6600,8800,10000,9900,10100,12300,10300,11560,10300,9300,9800,11300,10200,11
-95.090683,29.39105,21886,21886,181657,Houston,Galveston,85H45,13581,13913,13528,12612,12020,11478,11150,12300,12400,12700,12700,10800,10600,12500,12900,11400,10100,9600,11700,10000,12
-95.073982,29.367481,21887,21887,181665,Houston,Galveston,85H39,9564,9564,8677,9875,9754,7779,8824,9000,8300,8600,9000,8800,9200,11300,10030,8200,8500,8800,9900,8700,10
-95.092102,29.41721,21888,21888,181673,Houston,Galveston,85H46A,14182,14182,13652,13635,13299,10671,7344,7200,9000,10200,10000,10200,10700,10200,11400,10200,9300,9900,9100,10800,12
-95.029869,29.377886,21889,21889,181681,Houston,Galveston,85H63,4172,5231,4864,4090,3971,3796,3410,3000,2100,3300,3100,2800,3000,3000,2850,2900,3100,3000,3100,3500,13
-95.049118,29.419106,21890,21890,181689,Houston,Galveston,85H61A,99950,97239,95326,98226,98991,83129,89587,88000,87000,84000,86000,78000,82000,73170,78560,76000,76000,79000,74000,72000,10
-95.035934,29.400324,21891,21891,181697,Houston,Galveston,85H61,21353,19591,20336,18770,17202,15321,15637,17100,17600,17200,18100,15000,16500,17600,17600,15600,14500,11800,12100,13100,11
-95.030998,29.396399,21892,21892,181705,Houston,Galveston,85H62,12211,13574,11716,11785,10756,8701,8880,9800,9100,8900,9100,8700,8500,9100,11500,8700,7600,6700,7300,6600,12
-95.032211,29.403196,21893,21893,181713,Houston,Galveston,85H62B,21006,20731,21625,21274,19891,17853,17084,16800,17800,19100,19400,19500,21000,22000,23130,17800,13900,14000,15000,13000,11
-95.028404,29.40394,21894,21894,181721,Houston,Galveston,85H80A,44594,45792,42945,39601,39668,35401,22422,35000,37000,36000,39000,38000,36000,27800,36170,34000,30000,31000,39000,31000,12
-95.031181,29.421829,21895,21895,181729,Houston,Galveston,85H62A,4432,4432,4298,3814,3247,2968,3060,3000,3400,3600,3600,3900,3900,4400,3840,3600,3300,2900,3400,3200,10
-95.088829,29.443602,21896,21896,181737,Houston,Galveston,85H47,33443,32484,29659,29132,28845,25082,27458,24000,22000,24000,19800,22000,21000,21000,18930,16200,14600,14700,13000,12500,12
-95.078476,29.448446,21897,21897,181745,Houston,Galveston,85H47A,35756,36213,33871,34179,30068,29578,31752,28000,27000,28000,27000,29000,27000,26000,24930,21000,20000,19500,18000,18100,10
-95.072533,29.451777,21898,21898,181753,Houston,Galveston,85H60,18464,18464,21602,18663,17878,16020,17377,18100,17300,19000,20000,18600,19400,21000,24000,21000,17400,17000,18000,15800,12
-95.076408,29.487391,21899,21899,181761,Houston,Galveston,85H88,11500,10107,11087,11329,10150,6162,9022,9300,9600,10000,11400,10800,11700,11600,11590,10300,10700,11300,12900,11900,10
-95.060966,29.470881,21900,21900,181769,Houston,Galveston,85D10,14500,13334,14316,14352,13680,11164,11064,12100,12100,0,0,0,0,0,0,0,0,0,0,0,11
-95.074181,29.477402,21901,21901,181777,Houston,Galveston,85H87,26057,26057,24387,24364,24546,18539,13235,13500,17200,17300,18200,18300,18600,18000,16720,15400,14800,15600,17600,14200,10
-95.069237,29.480915,21902,21902,181785,Houston,Galveston,85H86,20982,20892,20062,20489,16665,14691,12353,12600,14100,14800,15400,16000,15700,16800,17680,13500,13600,14700,18600,16100,12
-95.042061,29.453468,21903,21903,181793,Houston,Galveston,85H81,15908,14973,15089,14664,13480,10531,12566,12800,12800,12900,13000,12000,11900,15200,13600,11900,11600,11000,13600,11900,9
-95.047874,29.461758,21904,21904,181801,Houston,Galveston,85D7,23000,22775,22251,19782,19759,17153,21806,21000,17300,0,0,0,0,0,0,0,0,0,0,0,12
-95.046242,29.464148,21905,21905,181809,Houston,Galveston,85H83,8237,7664,8036,7136,6935,5823,6934,7200,6400,7400,6500,6400,7100,7700,8680,7400,6400,6500,6400,6400,10
-95.045219,29.463484,21906,21906,181817,Houston,Galveston,85H82,20000,19281,19355,15966,16202,13730,17249,17000,16100,17600,18400,16400,18700,17800,16400,14600,13000,10400,12600,12300,12
-95.059769,29.488998,21907,21907,181825,Houston,Galveston,85H85A,13250,12833,12568,11459,11244,8222,7419,7100,6700,7200,7700,7100,7700,8000,7770,6700,6900,6900,8200,8200,10
-95.047188,29.490591,21908,21908,181833,Houston,Galveston,85H84,11087,10718,10717,9651,8986,7531,7766,6900,7100,7300,7100,6700,7400,7600,8440,5900,6200,5600,5700,5900,12
-95.132523,29.498381,21909,21909,181841,Houston,Galveston,85SP257,30000,26590,28843,27794,26811,19795,23105,23000,23000,25000,26000,0,0,0,0,0,0,0,0,0,11
-95.133621,29.526558,21910,21910,181849,Houston,Harris,102H217,40669,38259,39546,42420,37645,28667,29917,32000,31000,33000,35000,35000,36000,33000,35410,36000,34000,33000,38000,33000,12
-95.132835,29.530958,21911,21911,181857,Houston,Harris,102H219,170646,170861,162395,156792,153982,152429,164629,161000,148000,135000,138000,139000,147000,99470,144410,137000,141000,150000,151000,148000,7
-95.127594,29.530807,21912,21912,181865,Houston,Harris,102H218,22196,27744,27300,42238,41820,0,0,0,0,41000,40000,40000,43000,44000,43960,36000,41000,36000,37000,35000,13
-95.127838,29.548061,21913,21913,181873,Houston,Harris,102H221,21579,21579,21784,23804,23990,19547,22549,23000,24000,20000,21000,21000,22000,22000,22570,22000,21000,22000,22000,20000,9
-95.116508,29.50248,21914,21914,181881,Houston,Galveston,85H57,37500,32556,34769,36518,36368,26342,29099,30000,29000,31000,0,31000,35000,30000,30820,28000,28000,31000,27000,23000,12
-95.11731,29.508503,21915,21915,181897,Houston,Harris,102E3003,159084,149134,144705,144189,142501,139947,150465,142000,138000,131000,138000,131000,133000,118170,127010,123000,123000,131000,126000,144000,13
-95.10215,29.506062,21917,21917,181913,Houston,Galveston,85H58,28500,24327,26504,27362,28049,22658,22808,26000,25000,33000,35000,37000,38000,40000,38010,36000,37000,38000,39000,36000,13
-95.103096,29.521666,21918,21918,181921,Houston,Harris,102E3002,21000,19817,19841,19052,19300,15699,16045,17300,17400,17100,16900,16600,16900,18000,15000,14600,14800,15500,19700,15400,11
-95.100861,29.514971,21919,21919,181929,Houston,Galveston,85D6,20500,19039,19121,18807,17921,15377,16045,17300,17000,0,0,0,0,0,0,0,0,0,0,0,10
-95.118736,29.525103,21920,21920,181937,Houston,Harris,102H218A,56673,56940,54426,56003,24889,22428,42210,42000,43000,0,0,0,0,0,0,0,0,0,0,0,11
-95.11776,29.537834,21921,21921,181945,Houston,Harris,102H222,21911,22559,23391,25735,38760,0,0,0,0,38000,37000,37000,42000,44000,44720,38000,41000,35000,41000,37000,13
-95.110367,29.535469,21922,21922,181953,Houston,Harris,102H222A,49221,39881,46184,46092,43848,35358,39216,40000,40000,0,0,0,0,0,0,0,0,0,0,0,11
-95.096123,29.535028,21923,21923,181961,Houston,Harris,102E3001,34391,35268,34141,30823,35069,24951,28434,24000,23000,25000,24000,23000,24000,26000,22000,21000,22000,23000,22000,23000,11
-95.105743,29.545219,21924,21924,181969,Houston,Harris,102H223,38771,39580,37502,34807,36733,29147,32393,30000,27000,29000,28000,27000,29000,29000,29360,27000,27000,26000,23000,25000,12
-95.104744,29.546392,21925,21925,181977,Houston,Harris,102H225,63543,61963,61809,63907,61688,33343,50250,50000,49000,47000,46000,37000,40000,41000,45650,44000,43000,48000,44000,39000,9
-95.156204,29.581245,21926,21926,181985,Houston,Harris,102H220A,25158,27129,26798,27059,29346,25401,23780,0,0,0,0,0,0,0,0,0,0,0,0,0,13
-95.091866,29.50993,21927,21927,181993,Houston,Galveston,85H90A,27000,25231,26895,26346,27095,21947,25490,26000,25000,29000,31000,32000,34000,35000,33070,29000,33000,31000,34000,31000,11
-95.077797,29.522219,21928,21928,182001,Houston,Galveston,85H89,35546,35565,32338,31355,30149,25610,28740,27000,24000,26000,25000,24000,25000,26000,26000,23000,23000,18300,21000,23000,12
-95.075378,29.49468,21929,21929,182009,Houston,Galveston,85H59B,28950,29147,30007,27591,30006,22044,19260,25000,23000,18600,18100,20000,17500,17000,16700,12900,8900,2400,2300,0,13
-95.062408,29.495438,21930,21930,182017,Houston,Galveston,85H59C,31000,29856,31313,29965,31428,22251,24510,25000,25000,22000,21000,20000,16600,16600,16330,12500,10100,1950,1900,0,11
-95.070335,29.510258,21931,21931,182025,Houston,Galveston,85H89A,16859,16864,16864,16039,17130,12653,13908,12800,10800,12200,13200,11800,12300,11900,11530,10400,10400,9300,8300,8200,11
-95.076004,29.523485,21932,21932,182033,Houston,Galveston,85H91A,31136,31136,29439,27131,28530,24380,28888,27000,25000,25000,30000,30000,32000,32000,26510,27000,27000,27000,27000,26000,12
-95.074539,29.523094,21933,21933,182041,Houston,Galveston,85H91,16500,15464,15484,14705,16739,12494,15392,15700,12400,14700,16400,17500,17000,18300,17150,15600,15900,16500,17900,17400,10
-95.04792,29.49259,21934,21934,182049,Houston,Galveston,85H85,17515,17515,17627,17316,16833,12598,10980,11200,10700,11400,11600,10300,11600,12400,11320,11800,11000,12400,17700,12400,12
-95.047249,29.495283,21935,21935,182057,Houston,Galveston,85H84B,9040,9440,8500,8451,8150,5450,5137,5700,0,0,0,0,7000,0,0,0,0,0,0,0,13
-95.046616,29.501146,21936,21936,182065,Houston,Galveston,85H59D,34000,33068,31589,29315,30135,20906,20346,22000,23000,20000,20000,19800,18700,19200,16310,9700,7700,1550,1500,0,11
-95.040245,29.527962,21937,21937,182073,Houston,Galveston,85H95,12380,10987,12057,11611,12799,9382,10392,10600,7800,9700,10400,11900,11700,12400,11550,11400,11200,9100,11000,10500,11
-95.038399,29.525564,21938,21938,182081,Houston,Galveston,85H96,6437,6359,6012,5404,6137,3653,3443,0,0,0,0,0,0,0,0,0,0,0,0,0,13
-95.037308,29.528776,21939,21939,182089,Houston,Galveston,85H95A,14500,13889,13889,13736,14648,10621,11569,11800,0,0,0,13500,0,0,0,0,0,0,0,0,10
-95.039589,29.541128,21940,21940,182097,Houston,Galveston,85H92,18291,20845,19222,18804,18666,16792,17335,17600,15900,16000,18200,19100,19600,20000,18900,17900,17400,15400,16400,14500,12
-95.07547,29.557484,21941,21941,182105,Houston,Harris,102H226,36124,37439,39694,40636,36214,31074,32353,33000,32000,30000,31000,25000,27000,29000,34000,33000,29000,27000,31000,24000,10
-95.085037,29.614065,21942,21942,182113,Houston,Harris,102H220B,22395,22395,21270,23338,25596,17783,19689,0,0,0,0,0,0,0,0,0,0,0,0,0,13
-95.057831,29.566483,21943,21943,182121,Houston,Harris,102T9,28486,28486,29375,30531,30801,25187,28431,29000,26000,24000,27000,26000,28000,31000,27610,26000,28000,24000,27000,23000,9
-95.032875,29.560606,21944,21944,182129,Houston,Harris,102H227,18889,21568,21532,23616,23382,19836,18586,19000,18800,19400,20000,21000,22000,23000,20990,19400,18600,18400,21000,14700,11
-95.028656,29.581326,21945,21945,182137,Houston,Harris,102H228,34964,38460,38776,43005,40873,28231,30963,33000,32000,32000,31000,33000,35000,36000,34300,33000,33000,32000,32000,31000,9
-95.03154,29.601528,21946,21946,182145,Houston,Harris,102H209,42644,41816,40608,40584,41483,29517,29791,30000,28000,31000,29000,29000,31000,28880,28560,28000,29000,27000,29000,24000,11
-94.998779,29.371113,21947,21947,182153,Houston,Galveston,85H67,62723,60256,59449,61305,62258,53739,57668,57000,55000,57000,58000,52000,54000,44960,51620,51000,51000,54000,47000,50000,13
-95.008713,29.379118,21948,21948,182161,Houston,Galveston,85H64,68929,68207,65829,66097,66678,58212,62063,60000,60000,62000,62000,57000,57000,41990,54240,53000,52000,56000,48000,51000,10
-95.004959,29.377527,21949,21949,182169,Houston,Galveston,85D8,8061,9175,8640,8641,8592,7255,7812,7700,9500,0,0,0,0,0,0,0,0,0,0,0,11
-94.998421,29.378536,21950,21950,182177,Houston,Galveston,85H65,12351,12351,11599,12018,11424,9807,10194,10600,9700,11500,12700,11700,12100,13600,10310,10700,10900,10300,10200,9900,12
-95.001854,29.397783,21951,21951,182185,Houston,Galveston,85H80,43248,43118,40566,38366,34125,34328,28230,35000,37000,36000,40000,39000,40000,35280,38300,35000,33000,36000,42000,35000,10
-95.00547,29.417101,21952,21952,182193,Houston,Galveston,85H78A,6554,6554,6354,6715,5848,5159,5469,5600,5200,5500,5100,5200,5200,5400,5920,6100,5900,5600,6200,6100,11
-94.980293,29.389956,21953,21953,182201,Houston,Galveston,85H78,9474,8808,9353,9187,9491,8353,8749,8700,8500,9100,9400,9200,9400,9500,10450,9700,8900,8700,8900,8600,10
-94.972198,29.378958,21954,21954,182209,Houston,Galveston,85H75,10531,11596,10749,11820,11376,9840,11471,11700,11100,13000,14200,12900,13100,15300,12600,12900,13900,12200,13000,12000,12
-94.96347,29.39562,21955,21955,182217,Houston,Galveston,85H77,40638,39391,36451,35552,29612,31628,29658,31000,33000,33000,36000,35000,35000,40470,37050,33000,30000,33000,33000,34000,10
-95.012558,29.469442,21956,21956,182225,Houston,Galveston,85H101,8137,8461,8694,7463,7259,6148,6972,6900,7400,7400,7600,6500,6600,6700,6370,6000,5600,5000,5100,5000,12
-95.006805,29.470839,21957,21957,182233,Houston,Galveston,85H100,2448,2568,2307,2132,1955,1861,2356,2300,1900,1850,1950,1850,1550,1550,1570,1550,1450,1200,1800,1550,10
-94.980247,29.471642,21958,21958,182241,Houston,Galveston,85H102,8000,7729,8232,6783,6139,5121,5915,5300,5500,5900,6000,5100,5200,5400,5010,4600,4400,4000,4700,4000,12
-94.979576,29.472424,21959,21959,182249,Houston,Galveston,85H103,18965,19124,19124,20455,19782,15986,16547,17300,16200,18400,17000,17300,17200,18700,20140,17500,17300,15900,18700,13900,10
-94.976967,29.470928,21960,21960,182257,Houston,Galveston,85H110,6460,6973,7401,6605,6248,4913,5695,5100,4600,5200,4800,4900,5300,5300,4900,4800,4600,4500,4700,3400,12
-94.971924,29.474134,21961,21961,182265,Houston,Galveston,85H109,7662,9499,8418,7634,7140,6028,6294,6000,5300,5700,5000,5400,5600,5700,7140,5800,5200,5700,5300,4500,11
-94.956566,29.364407,21962,21962,182273,Houston,Galveston,85D1,4508,4316,4393,4279,4207,3499,3607,3300,3600,0,0,0,0,0,0,0,0,0,0,0,11
-94.961502,29.379042,21963,21963,182281,Houston,Galveston,85H76,12459,12902,12757,13344,12896,11264,11104,12300,14800,14300,15500,14500,14300,17400,14100,15600,17400,15200,15900,15000,11
-94.9506,29.379147,21964,21964,182289,Houston,Galveston,85H76A,19854,19854,17573,18858,17974,16021,17593,17700,19000,20000,21000,21000,22000,21000,19050,23000,23000,21000,21000,19600,12
-94.931267,29.383862,21965,21965,182297,Houston,Galveston,85H76B,16056,16056,14601,14717,14571,13487,14882,15400,14800,15800,17500,17400,18100,23000,17650,18800,19300,16800,16400,14900,11
-94.951042,29.394234,21966,21966,182305,Houston,Galveston,85H114A,30948,32048,29450,34406,32063,30144,11861,27000,26000,28000,28000,28000,33000,11210,29280,30000,29000,26000,27000,0,11
-94.95105,29.397079,21967,21967,182313,Houston,Galveston,85H113,29035,29591,26615,28996,29802,24748,12051,24000,19800,22000,22000,22000,22000,11210,21190,21000,21000,18400,21000,18600,9
-94.949265,29.395353,21968,21968,182321,Houston,Galveston,85H114,31073,31030,28979,31280,29869,23697,25373,26000,28000,30000,31000,29000,30000,35830,29960,26000,31000,26000,28000,26000,13
-94.946602,29.408056,21969,21969,182329,Houston,Galveston,85H111,18865,18865,17556,17950,17470,13976,17506,15500,15400,15300,13600,13800,14100,12300,10470,11100,12400,12700,13100,12700,13
-94.960037,29.416996,21970,21970,182337,Houston,Galveston,85H113A,22407,24068,21787,25082,20757,18939,18858,18100,17600,18700,17700,19400,19200,19100,26920,19100,19700,17700,18900,16100,11
-94.931183,29.395168,21971,21971,182345,Houston,Galveston,85H114C,25848,25848,24842,24983,25933,22265,23557,22000,24000,28000,29000,29000,30000,37000,29230,31000,31000,24000,28000,26000,10
-94.918182,29.366119,21972,21972,182353,Houston,Galveston,85H70A,9248,9248,8568,9169,9442,7591,8813,8800,7900,8700,9500,9900,10900,10400,10500,11300,10500,10600,9600,10900,13
-94.915314,29.383987,21973,21973,182361,Houston,Galveston,85H76C,7959,9302,8477,8864,9169,7367,8824,9000,7900,8900,10100,12500,11900,13400,12150,12000,12900,11300,11800,10900,10
-94.902496,29.383547,21974,21974,182369,Houston,Galveston,85H70B,3718,3947,3634,4214,4251,3303,3210,3300,2900,3500,3700,3900,5000,4500,4220,5100,4500,4300,4800,4400,13
-94.903198,29.384027,21975,21975,182377,Houston,Galveston,85H76D,3528,3528,3246,3320,3230,2369,3431,3500,1900,3100,4300,4100,4400,5300,4350,4300,4200,4500,4800,4400,11
-94.902504,29.384586,21976,21976,182385,Houston,Galveston,85H112B,3763,4309,3967,4342,4160,3462,2754,2700,3500,4100,4400,4600,4100,4400,4340,4800,4300,4400,4600,4400,13
-94.914711,29.408119,21977,21977,182393,Houston,Galveston,85H112,9910,11390,11424,11354,11474,8833,10896,11400,10000,10600,9500,10200,10100,7600,6970,8000,8400,8400,9600,7900,13
-94.902634,29.399721,21978,21978,182401,Houston,Galveston,85H112A,5106,6072,5323,5382,4769,4701,5610,5500,5800,6400,6900,7300,7300,7600,6960,6500,6700,6400,7100,6700,13
-94.950089,29.487432,21979,21979,182409,Houston,Galveston,85D3,6166,6324,7256,6494,6246,5209,5035,4900,4300,0,0,0,0,0,0,0,0,0,0,0,10
-95.008606,29.493113,21980,21980,182417,Houston,Galveston,85H99A,11304,11304,11922,11396,11276,8944,7931,8500,7900,9000,9600,8400,9100,9900,7700,7700,9000,9000,11300,9400,12
-94.996056,29.498276,21981,21981,182425,Houston,Galveston,85H99,11858,11858,11826,11631,12147,9846,9019,9700,9100,10200,10800,9500,10000,10900,10250,8900,11000,11300,13000,10100,11
-94.995392,29.49929,21982,21982,182433,Houston,Galveston,85H98,26391,27923,27321,30279,28260,24639,23652,23000,21000,25000,25000,25000,25000,24000,29400,23000,25000,21000,21000,19300,11
-95.019997,29.536869,21983,21983,182441,Houston,Galveston,85H94,13000,11844,11844,13583,13005,11562,12157,12400,10300,12300,14500,15800,15700,15800,15800,15600,13900,10300,11300,10600,10
-95.012917,29.52545,21984,21984,182449,Houston,Galveston,85H97A,15577,15577,15702,14735,16147,11426,11943,13000,13700,11500,11800,11900,11200,13000,10080,8700,7600,1250,1200,0,11
-95.017441,29.537012,21985,21985,182457,Houston,Galveston,85H97,37698,37698,36752,39028,40231,28186,30938,30000,29000,30000,31000,31000,33000,33000,32520,29000,29000,27000,28000,21000,9
-95.02034,29.540903,21986,21986,182465,Houston,Galveston,85H93,22429,22429,20727,21397,20723,19036,21569,22000,18900,18800,21000,22000,21000,23000,19110,16700,15800,13800,15800,12000,12
-95.023209,29.550163,21987,21987,182473,Houston,Harris,102E3000,47938,47938,48547,52787,51615,36041,43215,43000,40000,38000,39000,49000,40000,42000,40000,39000,39000,35000,40000,0,9
-94.99398,29.499474,21988,21988,182481,Houston,Galveston,85H104,13386,12781,14500,14571,14681,13101,13277,11900,11200,12700,14200,11700,12400,13000,13290,11000,10400,10500,11500,9400,12
-94.978638,29.510008,21989,21989,182489,Houston,Galveston,85H105,9818,9589,9870,9761,10178,8729,8401,7800,6500,7900,9500,7700,7600,8600,8440,7600,7300,6700,7700,6000,11
-95.025406,29.561634,21990,21990,182497,Houston,Harris,102T7,45042,45042,43867,44526,48517,34018,37420,40000,39000,36000,37000,39000,38000,39000,39140,37000,39000,33000,36000,31000,11
-95.026062,29.565548,21991,21991,182505,Houston,Harris,102T6,33510,37204,38347,42337,41926,33548,33498,35000,34000,33000,34000,34000,38000,35000,38110,32000,33000,31000,34000,31000,9
-95.018326,29.620638,21992,21992,182513,Houston,Harris,102H210,3222,3111,3149,2921,3350,2762,3257,3600,3400,3000,3800,3500,3500,3400,3660,3300,3400,3500,3300,3100,13
-94.961548,29.506048,21993,21993,182521,Houston,Galveston,85H106,7933,7747,8502,8304,8845,7512,7428,6800,6100,7500,8500,6800,7200,7700,7340,7000,6500,6500,6900,5700,10
-94.919357,29.494694,21994,21994,182529,Houston,Galveston,85H108,2334,2477,2563,2687,2550,2506,4766,4600,4000,3900,2700,2200,2500,2500,2480,2500,2200,2300,2400,1950,12
-94.920609,29.495861,21995,21995,182537,Houston,Galveston,85H107,3500,3085,3606,3739,3917,3750,3219,3200,2700,3600,4400,3100,3500,4000,3450,3500,3300,3200,3400,2900,11
-95.134392,29.711365,21999,21999,182569,Houston,Harris,102H154,97075,104250,106149,111886,108727,88250,88523,85000,99000,100000,102000,102000,106000,86880,93390,92000,97000,97000,98000,83000,10
-95.145866,29.752872,22000,22000,182577,Houston,Harris,102H11T,57750,56797,52508,51948,54609,47984,45225,45000,0,0,0,0,0,0,0,0,0,0,0,0,13
-95.093643,29.70083,22001,22001,182585,Houston,Harris,102H155A,20616,20616,21552,20922,21897,17640,21062,0,0,0,17300,18300,0,0,0,0,0,0,0,0,13
-95.095901,29.705427,22002,22002,182593,Houston,Harris,102H153,77197,78091,77656,80960,78493,77380,78567,76000,89000,90000,92000,92000,94000,84270,83440,82000,85000,82000,92000,72000,11
-95.028053,29.636578,22003,22003,182601,Houston,Harris,102H208A,3733,4091,4226,3718,4066,3121,3334,2500,2600,2400,2500,2500,2400,2500,2700,2800,3000,3100,3400,3300,13
-95.029816,29.645027,22004,22004,182609,Houston,Harris,102H208,59671,58754,55982,55072,46750,45495,45486,45000,47000,48000,43000,38000,41000,39880,37400,37000,39000,41000,41000,31000,11
-95.030235,29.683756,22005,22005,182617,Houston,Harris,102H207,74131,69818,67379,89658,86608,76006,77092,76000,78000,74000,73000,70000,67000,71350,62170,61000,65000,105000,67000,52000,9
-95.0896,29.703434,22006,22006,182625,Houston,Harris,102H158,89752,92305,90659,87834,85340,74282,72080,71000,82000,82000,85000,87000,85000,70560,76150,74000,77000,73000,77000,64000,13
-95.09201,29.706987,22007,22007,182633,Houston,Harris,102H155,20292,20292,19796,21262,21563,16138,16098,15400,0,0,12300,14500,0,0,0,0,0,0,0,0,13
-95.089867,29.735304,22008,22008,182641,Houston,Harris,102H156,4265,4265,4867,4748,4936,3922,5005,4500,0,0,4400,0,0,0,0,0,0,0,0,0,13
-95.088158,29.73564,22009,22009,182649,Houston,Harris,102H157,198,198,254,558,260,110,343,360,280,220,270,800,780,340,650,640,560,620,660,660,13
-95.088081,29.752211,22010,22010,182657,Houston,Harris,102D7,201,201,286,825,325,149,285,310,140,0,0,0,0,0,0,0,0,0,0,0,13
-95.088516,29.752651,22011,22011,182665,Houston,Harris,102H157B,1764,1764,1993,2125,2023,1543,347,340,280,220,270,800,0,0,0,0,0,0,0,0,13
-95.078453,29.743124,22012,22012,182673,Houston,Harris,102D8B,111,111,108,188,98,48,92,90,60,0,0,0,0,0,0,0,0,0,0,0,13
-95.083817,29.747011,22013,22013,182681,Houston,Harris,102D7A,200,200,262,756,343,125,285,280,140,0,0,0,0,0,0,0,0,0,0,0,13
-95.080811,29.745218,22014,22014,182689,Houston,Harris,102D8A,104,104,98,194,85,38,71,70,50,0,0,0,0,0,0,0,0,0,0,0,13
-95.081947,29.747311,22015,22015,182697,Houston,Harris,102D8,268,268,356,462,440,161,333,340,150,0,0,0,0,0,0,0,0,0,0,0,13
-95.079918,29.748949,22016,22016,182705,Houston,Harris,102H157A,89,89,142,373,408,61,353,340,280,220,270,800,780,340,0,0,0,0,0,0,13
-95.04422,29.689754,22017,22017,182713,Houston,Harris,102H206,91034,90310,88756,93419,90653,70280,69608,66000,75000,76000,81000,81000,82000,72790,74380,73000,74000,70000,75000,36000,10
-95.146881,29.762432,22018,22018,182721,Houston,Harris,102H141A,72062,70973,67019,66850,69080,2787,4643,2200,2100,52000,2300,1850,1700,0,0,0,0,0,0,0,10
-95.095963,29.875816,22019,22019,182729,Houston,Harris,102H94A,4500,3741,4750,4497,4630,3627,4221,4200,5400,5200,5500,4800,4800,5200,4900,5300,5000,5500,5400,5300,13
-95.075676,29.793699,22020,22020,182737,Houston,Harris,102H169A,122415,122853,125136,117926,118117,103814,111796,110000,101000,99000,92000,104000,110000,100380,88680,87000,84000,82000,98000,77000,10
-95.043091,29.787678,22021,22021,182745,Houston,Harris,102H169,56804,54873,52266,54605,51565,41283,41547,37000,39000,39000,33000,41000,40000,21620,38900,33000,29000,32000,30000,29000,13
-95.038223,29.795118,22022,22022,182753,Houston,Harris,102SP125,93416,86484,89384,82747,79253,76163,81535,80000,73000,70000,69000,74000,77000,69950,61770,60000,61000,54000,67000,54000,13
-95.068024,29.880014,22023,22023,182761,Houston,Harris,102H99A,42129,41715,40483,40129,30422,30660,30553,31000,32000,26000,32000,28000,29000,27260,31000,27000,27000,25000,25000,23000,9
-95.061668,29.879936,22024,22024,182769,Houston,Harris,102H100,11777,10249,9123,11083,9822,8322,9021,8400,8600,7700,9500,7800,8200,7100,7520,8500,8400,8600,7800,8500,12
-95.063156,29.881405,22025,22025,182777,Houston,Harris,102H99,23932,23932,23278,20974,22267,18940,18960,20000,21000,19100,22000,19600,19600,17300,18640,19000,19000,19000,17900,18500,10
-95.018829,29.644508,22026,22026,182785,Houston,Harris,102H211,4858,4983,5210,4340,5133,4309,5381,4900,5000,4500,5500,5300,5300,5500,5800,6000,6200,6600,6500,6100,13
-95.027145,29.695185,22027,22027,182793,Houston,Harris,102SP107,90760,86243,84853,84431,78720,65620,65777,65000,64000,65000,66000,63000,63000,60780,59580,58000,62000,66000,62000,56000,9
-94.999275,29.714972,22028,22028,182801,Houston,Harris,102H162,72163,68496,65022,65960,62167,52020,55893,54000,48000,50000,53000,51000,51000,44000,47860,46000,48000,64000,49000,44000,11
-94.992531,29.713709,22029,22029,182809,Houston,Harris,102H159,21758,20658,21000,20289,21680,18068,20617,19900,18000,18500,19400,17400,17200,17500,16190,14700,16600,16400,17300,15000,13
-94.971077,29.718031,22030,22030,182817,Houston,Harris,102H160,20590,18695,19449,17926,20011,15052,19489,18200,16500,17100,17700,15700,15600,14900,14590,13000,14300,14200,14400,13200,13
-94.992737,29.721832,22031,22031,182825,Houston,Harris,102H163,73402,70233,67210,67458,63683,54352,54804,53000,49000,51000,53000,51000,51000,42710,46890,46000,47000,50000,47000,42000,10
